,EX_arg_L_m,EX_chol_m,EX_co2_m,EX_cys_L_m,EX_gal_m,EX_h_m,EX_hco3_m,EX_his_L_m,EX_ile_L_m,EX_inost_m,EX_leu_L_m,EX_lys_L_m,EX_met_L_m,EX_nh4_m,EX_o2_m,EX_phe_L_m,EX_pi_m,EX_thr_L_m,EX_trp_L_m,EX_tyr_L_m,EX_val_L_m,EX_h2o_m,EX_acac_m,EX_for_m,EX_ser_L_m,EX_urea_m
com_0.2245_0.5255_0.25,0.009518527512937467,0.004555677592103002,-0.22612185690502162,0.001233890065153176,0.111,,-0.01322072320289891,0.04859629504515561,0.007579636895007947,0.0006177266296406923,0.014453981794260329,0.015687845364595596,0.0040542367088722605,-0.010671498008772037,0.1236278955954231,0.0068746098474150264,0.03289657263881227,0.008284663942604421,0.0003525400186103709,0.0042304272337321605,0.009342336988077567,-0.20456584256868604,,,,
com_0.1076_0.4865_0.4058,0.009518527512960355,0.0045556775921163735,-0.22612185690484488,0.001233890065153176,0.111,,-0.013220723203299922,0.04859629504533913,0.007579636895028015,0.0006177266296391805,0.014453981794266615,0.015687845364637312,0.004054236708880345,-0.010671498009419479,0.12362789559538362,0.006874609847431067,0.03289657263886298,0.008284663942624964,0.00035254001861130654,0.0042304272337446176,0.009342336988107618,-0.20456584256741372,,,,
com_0.3298_0.4181_0.2522,0.009518527512931842,0.004555677592101597,-0.22612185690483155,0.00123389006514385,0.111,,-0.013220723202799434,0.04859629504512698,0.007579636895007303,0.0006177266296373764,0.014453981794261685,0.015687845364592834,0.004054236708871072,-0.010671498008676901,0.12362789559539425,0.006874609847410664,0.032896572638841236,0.008284663942603942,0.0003525400186146981,0.004230427233732871,0.00934233698807721,-0.20456584256892274,,,,
com_0.3484_0.1582_0.4933,0.00951852751294241,0.004555677592106421,-0.2261218569048305,0.001233890065157337,0.111,,-0.013220723203283682,0.04859629504518921,0.007579636895012126,0.0006177266296294989,0.014453981794269842,0.015687845364603454,0.004054236708871027,-0.010671498009123962,0.12362789559537031,0.006874609847415453,0.032896572638771625,0.008284663942608798,0.00035254001861551205,0.004230427233730761,0.009342336988082676,-0.20456584256782967,,,,
com_0.1251_0.2178_0.6571,0.009518527512941516,0.004555677592105156,-0.22612185690496212,0.0012338900651599483,0.111,,-0.01322072320297274,0.04859629504523734,0.007579636895014745,0.0006177266296288955,0.01445398179426391,0.015687845364594395,0.004054236708877364,-0.01067149800926695,0.12362789559543153,0.006874609847416682,0.03289657263886682,0.00828466394260347,0.00035254001861934086,0.004230427233735444,0.009342336988083436,-0.2045658425678954,,,,
com_0.5002_0.2972_0.2026,0.009518527512939613,0.004555677592104411,-0.021556014338201535,0.0012338900651537926,0.111,-0.20456584256644783,-0.2177865657699335,0.0485962950457977,0.00757963689500973,0.0006177266296386123,0.014453981794263007,0.01568784536459907,0.0040542367088735425,-0.010671498009982055,0.12362789559560493,0.006874609847413467,0.03289657263874132,0.008284663942605994,0.00035254001861419453,0.004230427233732452,0.009342336988077824,,,,,
com_0.4465_0.2393_0.3142,0.009518527512933453,0.004555677592100395,-0.22612185690506204,0.0012338900651407414,0.111,,-0.013220723202539725,0.04859629504492863,0.007579636895008419,0.0006177266296385199,0.014453981794266128,0.015687845364591495,0.0040542367088733005,-0.010671498008661096,0.1236278955952069,0.006874609847410528,0.0328965726385689,0.008284663942601845,0.0003525400186121724,0.004230427233733008,0.00934233698807821,-0.20456584256898722,,,,
com_0.0165_0.3801_0.6033,0.009518527512933696,0.004555677592101225,-0.2261218569047294,0.0012338900651407414,0.111,,-0.013220723202918894,0.04859629504505491,0.007579636895009566,0.0006177266296390307,0.01445398179425784,0.01568784536459102,0.004054236708875897,-0.01067149800862786,0.12362789559538906,0.006874609847410042,0.03289657263874127,0.008284663942600516,0.0003525400186099374,0.0042304272337331935,0.0093423369880764,-0.2045658425691946,,,,
com_0.3351_0.1051_0.5598,0.009518527512936746,0.004555677592104541,-0.021556014336871265,0.0012338900651456819,0.111,-0.20456584256816868,-0.217786565771096,0.0485962950451216,0.007579636895004683,0.0006177266296348028,0.014453981794265058,0.015687845364581225,0.004054236708868388,-0.010671498008802509,0.12362789559538354,0.0068746098474126525,0.03289657263878598,0.008284663942604669,0.00035254001860965205,0.004230427233728326,0.009342336988076808,,,,,
com_0.397_0.4065_0.1965,0.009518527512932976,0.004555677592103358,-0.2261218569050607,0.0012338900651394091,0.111,,-0.013220723202763907,0.048596295045114514,0.0075796368950084856,0.0006177266296369486,0.01445398179426049,0.01568784536459167,0.004054236708870385,-0.01067149800878799,0.12362789559535334,0.006874609847412383,0.03289657263876623,0.008284663942601796,0.00035254001861436866,0.004230427233731411,0.009342336988074743,-0.20456584256867835,,,,
com_0.2502_0.4076_0.3422,0.009518527512937299,0.004555677591903983,-0.22612185690479158,0.001233890065153176,0.111,,-0.0132207232025352,0.048596295044688265,0.007579636895005113,0.0006177266296117906,0.014453981794262013,0.015687845364596078,0.004054236708695696,-0.010671498008767013,0.12362789559492998,0.00687460984741239,0.03289657263898503,0.008284663942601394,0.00035254001859822673,0.004230427233546543,0.009342336988074478,-0.20456584256849997,,,,
com_0.8611_0.053_0.0859,0.009518527513129683,0.004555677592197582,-0.22612185690654787,0.0012338900651736873,0.111,,-0.013220723199291823,0.048596295044881006,0.0075796368951644025,0.0006177266296524746,0.014453981794269632,0.015687845364915774,0.004054236708954826,-0.010671498008605625,0.12362789559516124,0.006874609847553167,0.032896572639360876,0.008284663942773197,0.00035254001861985895,0.00423042723381837,0.00934233698826858,-0.20456584257081672,,,,
com_0.2281_0.1892_0.5828,0.009518527512933939,0.004555677592107317,-0.22612185690469344,0.0012338900651516216,0.111,,-0.013220723203092088,0.048596295045095154,0.007579636895018171,0.0006177266296363609,0.014453981794263932,0.01568784536459229,0.004054236708871278,-0.01067149800904451,0.12362789559521534,0.006874609847414198,0.0328965726386125,0.008284663942605582,0.0003525400186122048,0.004230427233734303,0.009342336988079195,-0.20456584256773502,,,,
com_0.3916_0.1056_0.5028,0.009518527512934237,0.004555677592103379,-0.22612185690551723,0.001233890065148957,0.111,,-0.013220723202890139,0.04859629504532686,0.007579636895005558,0.000617726629643202,0.014453981794265571,0.015687845364593046,0.004054236708869487,-0.010671498009074822,0.1236278955956176,0.006874609847411499,0.03289657263914872,0.008284663942606763,0.00035254001861217813,0.00423042723373013,0.00934233698806645,-0.20456584256923954,,,,
com_0.2155_0.3973_0.3872,0.009518527512934772,0.004555677592101076,-0.22612185690503228,0.0012338900651513995,0.111,,-0.013220723202811091,0.04859629504512899,0.007579636895004152,0.0006177266296396378,0.014453981794259912,0.015687845364598076,0.004054236708869427,-0.010671498008680183,0.12362789559542917,0.006874609847411696,0.03289657263865353,0.00828466394260211,0.00035254001860576833,0.004230427233732684,0.009342336988071515,-0.20456584256903104,,,,
com_0.1072_0.3082_0.5846,0.009518527512931857,0.00455567759210553,-0.22612185690505449,0.001233890065148735,0.111,,-0.013220723203009932,0.04859629504527553,0.007579636895008082,0.0006177266296388398,0.014453981794263937,0.01568784536459918,0.004054236708871463,-0.010671498009133022,0.12362789559544174,0.006874609847409463,0.032896572638801205,0.0082846639426067,0.0003525400186236304,0.004230427233743545,0.009342336988076391,-0.20456584256814186,,,,
com_0.3339_0.3735_0.2927,0.009518527512902246,0.004555677592085704,-0.22612185690508868,0.0012338900651505114,0.111,,-0.013220723201745915,0.048596295044588095,0.007579636894982569,0.0006177266296416581,0.014453981794265571,0.01568784536453979,0.004054236708856874,-0.010671498008020164,0.1236278955949822,0.00687460984738624,0.03289657263829957,0.008284663942574738,0.0003525400186109059,0.004230427233717864,0.009342336988041256,-0.20456584257003363,,,,
com_0.3317_0.0578_0.6104,0.009518527512942944,0.004555677592103422,-0.22612185690516862,0.0012338900651563494,0.111,,-0.013220723202664875,0.04859629504502621,0.007579636895020837,0.0006177266296336956,0.014453981794266269,0.015687845364594527,0.004054236708872742,-0.010671498008834553,0.12362789559522737,0.006874609847413431,0.03289657263873338,0.008284663942602218,0.00035254001861133956,0.004230427233729476,0.009342336988077534,-0.2045658425684711,,,,
com_0.477_0.4656_0.0574,0.009518507623050988,0.004555668072575094,-0.22612193581968587,0.0012338874868166316,0.111,,-0.013219855321025875,0.048595913413163244,0.007579621056622916,0.0006177253388393095,0.014453951591275604,0.015687812583323413,0.004054228237151825,-0.01067063545503906,0.12362762850971834,0.006874595482249655,0.03289650389717019,0.008284646630996177,0.0003525392819475985,0.004230418393844353,0.009342317466358462,-0.2045676470339088,,,,
com_0.5099_0.4788_0.0113,0.009385840556020018,0.004492172076616928,-0.22664829488099159,0.001216689808322031,0.111,,-0.007431025660650903,0.04605040191763389,0.007473977805116803,0.000609115605866612,0.014252495287343764,0.015469158970174741,0.00399772120993753,-0.004917336312300635,0.12184615022255464,0.006778778737044243,0.03243799896966795,0.00816917687318904,0.0003476256595178469,0.004171455663251509,0.009212106102706038,-0.21660357338538822,,,,
com_0.5101_0.3094_0.1805,0.009518527512935842,0.0045556775921046806,-0.2261218569050838,0.0012338900651460705,0.111,,-0.013220723202631568,0.04859629504486128,0.0075796368950101075,0.0006177266296406493,0.014453981794265491,0.01568784536459731,0.004054236708872429,-0.01067149800841857,0.12362789559536173,0.0068746098474120505,0.032896572638716565,0.008284663942603035,0.00035254001861505035,0.004230427233730605,0.009342336988075099,-0.20456584256959442,,,,
com_0.4802_0.4426_0.0772,0.009518527512927843,0.004555677592100647,-0.22612185690452824,0.0012338900651562845,0.111,,-0.013220723202867712,0.04859629504495702,0.007579636895002563,0.0006177266296382414,0.01445398179425492,0.01568784536458316,0.004054236708869595,-0.010671498008434529,0.12362789559525546,0.0068746098474076886,0.032896572638715094,0.008284663942597437,0.00035254001861362603,0.00423042723372894,0.009342336988070693,-0.20456584256917865,,,,
com_0.3995_0.4208_0.1797,0.009518527512936309,0.004555677592102673,-0.021556014336451046,0.0012338900651469586,0.111,-0.20456584256882726,-0.2177865657715028,0.04859629504512449,0.007579636895009459,0.0006177266296414083,0.014453981794259291,0.015687845364596782,0.0040542367088726335,-0.010671498008909527,0.12362789559539472,0.006874609847412661,0.032896572638767885,0.008284663942606256,0.00035254001861419323,0.004230427233733624,0.009342336988077871,,,,,
com_0.0074_0.3893_0.6033,0.00951852751293419,0.004555677592107903,-0.2261218569044363,0.0012338900651496232,0.111,,-0.013220723203572149,0.048596295045302614,0.007579636895001836,0.0006177266296386949,0.014453981794264199,0.015687845364592414,0.00405423670887153,-0.010671498009019242,0.12362789559553,0.006874609847414843,0.032896572638835476,0.008284663942605974,0.00035254001861045875,0.004230427233734444,0.009342336988071276,-0.20456584256797664,,,,
com_0.5324_0.2669_0.2007,0.00951852751293392,0.004555677592105192,-0.021556014337721807,0.0012338900651487422,0.111,-0.2045658425679897,-0.21778656577005706,0.0485962950449731,0.007579636895007623,0.0006177266296410496,0.014453981794259496,0.01568784536459747,0.004054236708873659,-0.010671498009207026,0.123627895594952,0.006874609847412895,0.0328965726386901,0.008284663942605205,0.00035254001861311125,0.004230427233731546,0.009342336988076032,,,,,
com_0.561_0.3038_0.1351,0.009518527512940973,0.004555677592106416,-0.2261218569048764,0.0012338900651472917,0.111,,-0.013220723203455687,0.04859629504546691,0.007579636895012248,0.0006177266296401477,0.0144539817942568,0.015687845364603648,0.004054236708874872,-0.010671498009387836,0.1236278955956525,0.006874609847417594,0.0328965726390157,0.008284663942608822,0.00035254001861469776,0.00423042723373395,0.009342336988081896,-0.20456584256784804,,,,
com_0.3494_0.343_0.3076,0.009518527512936664,0.004555677592102524,-0.22612185690492081,0.0012338900651469586,0.111,,-0.013220723202668927,0.04859629504483444,0.007579636895009865,0.0006177266296374371,0.014453981794262383,0.01568784536459831,0.004054236708873861,-0.010671498008626934,0.12362789559512748,0.006874609847415393,0.03289657263805386,0.008284663942604336,0.0003525400186157858,0.004230427233730474,0.009342336988084423,-0.20456584256842048,,,,
com_0.6357_0.1641_0.2001,0.009518527512940033,0.004555677592105052,-0.021556014336906903,0.001233890065148101,0.111,-0.2045658425680683,-0.21778656577129796,0.04859629504532707,0.00757963689501111,0.0006177266296425424,0.014453981794279413,0.01568784536460259,0.0040542367088744575,-0.010671498009214495,0.12362789559552831,0.006874609847416973,0.032896572638756554,0.008284663942608092,0.0003525400186128119,0.004230427233733633,0.009342336988080858,,,,,
