,EX_arg_L_m,EX_chol_m,EX_co2_m,EX_cys_L_m,EX_gal_m,EX_h_m,EX_hco3_m,EX_his_L_m,EX_ile_L_m,EX_inost_m,EX_leu_L_m,EX_lys_L_m,EX_met_L_m,EX_nh4_m,EX_o2_m,EX_phe_L_m,EX_pi_m,EX_thr_L_m,EX_trp_L_m,EX_tyr_L_m,EX_val_L_m,EX_h2o_m,EX_acac_m,EX_for_m,EX_ser_L_m,EX_urea_m
com_0.4383_0.2585_0.3031,0.009518527512940482,0.004555677592104336,-0.22612185690497782,0.001233890065150872,0.111,,-0.013220723202976181,0.04859629504514443,0.007579636895011434,0.0006177266296376653,0.014453981794272652,0.015687845364602965,0.004054236708876274,-0.010671498009081513,0.12362789559534733,0.006874609847417466,0.03289657263869946,0.008284663942609708,0.00035254001861523916,0.004230427233733435,0.009342336988083321,-0.20456584256826377,,,,
com_0.0277_0.3505_0.6219,0.009518527512956414,0.0045556775921144765,-0.22612185690507314,0.0012338900651496232,0.111,,-0.013220723203114959,0.04859629504523572,0.007579636895017503,0.0006177266296373706,0.014453981794288829,0.015687845364619722,0.004054236708883446,-0.010671498009608898,0.12362789559532573,0.006874609847427161,0.032896572638455704,0.008284663942616682,0.0003525400186266618,0.004230427233742073,0.009342336988097787,-0.20456584256677335,,,,
com_0.191_0.7033_0.1057,0.009518527512937382,0.004555677592103692,-0.021556014336644225,0.0012338900651553963,0.111,-0.20456584256823862,-0.21778656577126476,0.04859629504518502,0.00757963689501016,0.0006177266296377108,0.014453981794259968,0.01568784536459698,0.004054236708872487,-0.010671498008994987,0.1236278955953957,0.006874609847413954,0.03289657263872474,0.008284663942604862,0.0003525400186143682,0.004230427233733878,0.009342336988077493,,,,,
com_0.1675_0.2066_0.6259,0.009518527512934295,0.004555677592100235,-0.021556014336458595,0.0012338900651514056,0.111,-0.2045658425684489,-0.21778656577129762,0.048596295045126504,0.007579636895011329,0.000617726629634716,0.01445398179426622,0.015687845364608096,0.004054236708868267,-0.010671498008787044,0.12362789559544649,0.006874609847412449,0.032896572638763895,0.008284663942601312,0.00035254001861341656,0.004230427233733045,0.00934233698807841,,,,,
com_0.3521_0.2958_0.3521,0.009518527512932043,0.004555677592048752,-0.22612185690146228,0.00123389006515362,0.111,,-0.013220723203068552,0.04859629504439786,0.007579636895004766,0.0006177266295704186,0.01445398179426748,0.01568784536458567,0.004054236708870971,-0.01067149800823158,0.12362789559491766,0.006874609847412217,0.0328965726387447,0.008284663942597316,0.0003525400185743462,0.00423042723373135,0.009342336988076669,-0.20456584256838217,,,,
com_0.6189_0.0995_0.2816,0.009518527512941013,0.004555677592106012,-0.22612185690542663,0.0012338900651451626,0.111,,-0.013220723202499118,0.048596295045234786,0.007579636895013137,0.0006177266296405548,0.014453981794275705,0.015687845364601483,0.004054236708875525,-0.010671498009013654,0.12362789559539006,0.006874609847414153,0.03289657263872331,0.008284663942608118,0.0003525400186117601,0.004230427233736595,0.009342336988083944,-0.20456584256854904,,,,
com_0.4036_0.421_0.1753,0.009518527512942097,0.004555677592105965,-0.22612185690491904,0.0012338900651460705,0.111,,-0.013220723203033913,0.04859629504519083,0.007579636895009922,0.0006177266296356654,0.014453981794267712,0.015687845364599738,0.004054236708874637,-0.010671498008968078,0.12362789559540154,0.006874609847414757,0.03289657263879852,0.008284663942607578,0.0003525400186127809,0.004230427233732941,0.00934233698807881,-0.20456584256832133,,,,
com_0.393_0.403_0.2039,0.00951852751293302,0.00455567759210238,-0.2261218569050687,0.001233890065148735,0.111,,-0.013220723202824303,0.04859629504515085,0.007579636895006337,0.0006177266296401624,0.014453981794253718,0.01568784536459111,0.004054236708872894,-0.01067149800893542,0.12362789559536623,0.006874609847411272,0.03289657263876753,0.008284663942601403,0.0003525400186136341,0.004230427233731406,0.009342336988071609,-0.20456584256846333,,,,
com_0.5316_0.3431_0.1252,0.009518527512936172,0.004555677592103788,-0.22612185690501624,0.0012338900651570478,0.111,,-0.013220723202901047,0.04859629504510583,0.007579636895007586,0.0006177266296392282,0.014453981794259718,0.015687845364594905,0.004054236708871425,-0.010671498008854585,0.12362789559534487,0.0068746098474118155,0.032896572638734814,0.008284663942603356,0.000352540018613972,0.004230427233731931,0.009342336988075666,-0.2045658425683443,,,,
com_0.0032_0.4654_0.5315,0.009517308023442236,0.004555093930299255,-0.22612669525266682,0.0012337319822970372,0.111,,-0.013167511677736776,0.04857289643846422,0.007578665811239215,0.0006176474880736819,0.014452129986945096,0.015685835477813926,0.004053717290397721,-0.010618613084409197,0.1236115200613418,0.006873729089912041,0.03289235801367496,0.008283602532566388,0.00035249485208792573,0.00422988524217622,0.009341140071663737,-0.2046764780561352,,,,
com_0.2625_0.3411_0.3964,0.009518527512972922,0.004555677592124698,-0.2261218569045509,0.0012338900651442941,0.111,,-0.013220723205033202,0.048596295046049856,0.007579636895039116,0.0006177266296483467,0.014453981794320536,0.015687845364664863,0.004054236708886537,-0.01067149801075375,0.12362789559600856,0.006874609847439192,0.032896572639035004,0.00828466394263904,0.0003525400186113151,0.00423042723374687,0.00934233698811259,-0.2045658425645789,,,,
com_0.4557_0.4201_0.1242,0.00951852751293747,0.0045556775921036284,-0.021556014339508156,0.0012338900651500673,0.111,-0.20456584256399024,-0.21778656576767297,0.04859629504472321,0.007579636895009677,0.0006177266291519627,0.01445398179426395,0.015687845364596564,0.004054236708872231,-0.010671498009754806,0.12362789559401348,0.006874609847414056,0.032896572638753355,0.008284663942605299,0.000352540018614804,0.004230427233733067,0.0093423369880784,,,,,
com_0.2026_0.5396_0.2577,0.009518527512934048,0.004555677592105302,-0.22612185690519127,0.0012338900651513995,0.111,,-0.013220723202932438,0.04859629504513458,0.007579636895005089,0.0006177266296403331,0.01445398179426259,0.015687845364594725,0.0040542367088702,-0.010671498009002668,0.12362789559530694,0.0068746098474119265,0.03289657263869288,0.008284663942601914,0.00035254001861275645,0.004230427233731715,0.009342336988076195,-0.2045658425680721,,,,
com_0.4771_0.2277_0.2953,0.009518527512938949,0.0045556775921059825,-0.22612185690530762,0.001233890065154064,0.111,,-0.013220723202733292,0.04859629504514779,0.007579636895014973,0.0006177266296413446,0.014453981794279022,0.01568784536460534,0.004054236708874162,-0.010671498008982719,0.12362789559539224,0.006874609847417563,0.032896572638763666,0.008284663942608187,0.0003525400186119831,0.004230427233738222,0.009342336988079085,-0.20456584256829347,,,,
com_0.1315_0.6239_0.2447,0.009518527512934923,0.004555677592103012,-0.22612185690493325,0.0012338900651469586,0.111,,-0.013220723202995499,0.048596295045231844,0.007579636895006684,0.0006177266296377585,0.014453981794261895,0.01568784536459364,0.004054236708872705,-0.01067149800904979,0.12362789559541047,0.0068746098474136656,0.03289657263876945,0.00828466394260318,0.00035254001861339797,0.004230427233730476,0.00934233698808063,-0.20456584256801394,,,,
com_0.6109_0.2311_0.1581,0.009518527512944741,0.004555677592108501,-0.02155601433827828,0.0012338900651607532,0.111,-0.20456584256494004,-0.2177865657703313,0.048596295045709295,0.007579636895015635,0.0006177266296404398,0.014453981794276594,0.015687845364609602,0.004054236708875563,-0.010671498010464612,0.12362789559577105,0.006874609847419951,0.03289657264005699,0.008284663942611318,0.00035254001861423183,0.004230427233735756,0.009342336988084548,,,,,
com_0.1044_0.2275_0.6681,0.009518527512931986,0.004555677592102456,-0.02155601433658383,0.0012338900651420737,0.111,-0.20456584256843113,-0.21778656577114663,0.04859629504505096,0.007579636895008846,0.000617726629641293,0.01445398179426142,0.015687845364598527,0.004054236708870465,-0.010671498008830365,0.12362789559524993,0.0068746098474133195,0.03289657263876392,0.008284663942604374,0.0003525400186119391,0.004230427233733908,0.009342336988078037,,,,,
com_0.4702_0.3886_0.1412,0.009518527512936241,0.004555677592104847,-0.22612185690530562,0.0012338900651416296,0.111,,-0.013220723202447715,0.0485962950450477,0.007579636895008768,0.0006177266296375257,0.014453981794264565,0.01568784536459715,0.0040542367088722275,-0.010671498008713653,0.12362789559527601,0.006874609847413879,0.03289657263879029,0.008284663942605663,0.00035254001861365406,0.004230427233731429,0.009342336988077038,-0.2045658425689283,,,,
com_0.2034_0.3389_0.4577,0.009518527512939844,0.0045556775921088725,-0.22612185690458286,0.0012338900651451823,0.111,,-0.01322072320343648,0.048596295045253694,0.007579636895006293,0.0006177266296366798,0.014453981794263607,0.015687845364599388,0.004054236708870232,-0.010671498009094723,0.12362789559546147,0.00687460984741636,0.03289657263888625,0.008284663942602731,0.0003525400186155574,0.004230427233732499,0.009342336988077576,-0.20456584256804033,,,,
com_0.2839_0.2553_0.4608,0.009518527512933283,0.004555677592102875,-0.22612185690441944,0.0012338900651525098,0.111,,-0.013220723203280826,0.04859629504523412,0.00757963689500495,0.0006177266296381882,0.014453981794263271,0.015687845364588112,0.004054236708869274,-0.01067149800891731,0.12362789559548841,0.006874609847414131,0.03289657263890951,0.008284663942602319,0.00035254001861029336,0.004230427233733044,0.009342336988076063,-0.20456584256869004,,,,
com_0.5582_0.0942_0.3476,0.009518527512934362,0.004555677592104137,-0.0215560143365488,0.0012338900651469031,0.111,-0.20456584256850707,-0.2177865657710809,0.04859629504505134,0.00757963689501269,0.0006177266296343067,0.014453981794258277,0.015687845364596026,0.0040542367088699394,-0.010671498008970234,0.12362789559523128,0.006874609847410508,0.032896572638819205,0.008284663942604993,0.0003525400186162508,0.004230427233730114,0.009342336988079127,,,,,
com_0.2968_0.1821_0.5211,0.009518527512852079,0.004555677592061112,-0.22612185690601194,0.0012338900651431839,0.111,,-0.01322072320127754,0.04859629504513078,0.007579636894943744,0.0006177266296211708,0.01445398179427042,0.0156878453644556,0.00405423670883915,-0.010671498009027005,0.12362789559524119,0.0068746098473531515,0.03289657263986733,0.008284663942534336,0.00035254001861342166,0.0042304272336951875,0.009342336987996042,-0.20456584256926535,,,,
com_0.6081_0.1155_0.2764,0.009518527512940578,0.00455567759210567,-0.02155601433745924,0.0012338900651426442,0.111,-0.2045658425683463,-0.21778656577052424,0.04859629504525656,0.007579636895015503,0.0006177266296426156,0.014453981794263002,0.015687845364599436,0.004054236708875022,-0.010671498009201905,0.12362789559531324,0.006874609847414345,0.03289657263872875,0.008284663942604879,0.00035254001861326255,0.004230427233733784,0.009342336988077888,,,,,
com_0.1585_0.4776_0.3639,0.009518527512935622,0.004555677592106063,-0.22612185690489373,0.0012338900651576168,0.111,,-0.013220723203309914,0.04859629504535229,0.0075796368950054385,0.0006177266296384306,0.014453981794264532,0.015687845364594173,0.004054236708872441,-0.01067149800927656,0.12362789559551672,0.00687460984741524,0.03289657263896382,0.00828466394260598,0.00035254001861071386,0.00423042723373354,0.009342336988084867,-0.20456584256782184,,,,
com_0.4153_0.302_0.2827,0.009518527512934276,0.004555677592104457,-0.021556014336030493,0.0012338900651451823,0.111,-0.20456584256777255,-0.21778656577177635,0.048596295045345406,0.007579636895004463,0.0006177266296443098,0.014453981794264742,0.015687845364598257,0.004054236708873737,-0.010671498009090213,0.12362789559552173,0.0068746098474130705,0.032896572639369,0.008284663942603888,0.00035254001861307255,0.004230427233734169,0.009342336988073843,,,,,
com_0.1002_0.1814_0.7184,0.009518527512938609,0.004555677592113891,-0.22612185690454034,0.0012338900651425178,0.111,,-0.013220723203785534,0.04859629504537095,0.007579636895010867,0.0006177266296297069,0.014453981794265157,0.0156878453645999,0.004054236708870758,-0.010671498009422145,0.12362789559553682,0.006874609847417426,0.032896572638863496,0.008284663942604308,0.00035254001861707363,0.00423042723373355,0.009342336988086026,-0.2045658425674286,,,,
com_0.1354_0.4483_0.4163,0.009518527512937445,0.00455567759210484,-0.021556014336566953,0.0012338900651513995,0.111,-0.20456584256851418,-0.21778656577153255,0.048596295045182224,0.007579636895006936,0.0006177266296413203,0.014453981794270501,0.01568784536459563,0.004054236708871033,-0.010671498008903303,0.12362789559543104,0.006874609847415163,0.03289657263894589,0.008284663942604626,0.000352540018612407,0.004230427233733592,0.009342336988080803,,,,,
com_0.55_0.415_0.0351,0.00951636251550511,0.00455464139924043,-0.22613044657183926,0.001233609415766057,0.111,,-0.01312625513688026,0.04855475477416645,0.007577912899949324,0.0006175861271757336,0.014450694223438107,0.015684277150408838,0.004053314569177216,-0.010577609765228157,0.12359882360296301,0.006873046211373987,0.032889090284447094,0.008282779588524662,0.0003524598330773105,0.0042294650193474455,0.009340212065335378,-0.20476225717258423,,,,
com_0.0275_0.3669_0.6056,0.009518527512933216,0.004555677592103385,-0.2261218569054506,0.0012338900651513995,0.111,,-0.013220723201974649,0.048596295045026036,0.007579636895012137,0.0006177266296357469,0.014453981794270623,0.015687845364597088,0.0040542367088765826,-0.010671498008316953,0.12362789559547842,0.006874609847413505,0.03289657263891038,0.008284663942602162,0.00035254001861097353,0.004230427233734187,0.009342336988067005,-0.2045658425703083,,,,
com_0.2498_0.6583_0.0919,0.009518527512939511,0.004555677592105916,-0.2261218569049246,0.001233890065148957,0.111,,-0.013220723202952062,0.04859629504498303,0.0075796368950094145,0.000617726629638965,0.014453981794251093,0.01568784536459891,0.004054236708873628,-0.010671498008727957,0.1236278955953073,0.006874609847414593,0.032896572638746326,0.008284663942606848,0.0003525400186143623,0.0042304272337332196,0.00934233698807992,-0.20456584256856497,,,,
com_0.3521_0.3502_0.2977,0.009518527512934602,0.00455567759210446,-0.22612185690513176,0.0012338900651442941,0.111,,-0.013220723202588047,0.04859629504504627,0.0075796368950056935,0.0006177266296381002,0.014453981794255494,0.01568784536459238,0.004054236708869948,-0.010671498008790015,0.12362789559526657,0.006874609847412571,0.032896572638755846,0.008284663942603047,0.00035254001861315153,0.004230427233733099,0.009342336988079913,-0.20456584256869648,,,,
com_0.4037_0.4709_0.1254,0.00951852751293656,0.004555677592105834,-0.22612185690491993,0.00123389006514385,0.111,,-0.01322072320306944,0.04859629504519091,0.007579636895009355,0.0006177266296390829,0.014453981794264926,0.015687845364595623,0.004054236708872888,-0.010671498009008884,0.12362789559538079,0.006874609847413963,0.03289657263875863,0.008284663942604747,0.0003525400186143596,0.004230427233731859,0.009342336988077588,-0.20456584256813004,,,,
com_0.2959_0.3429_0.3612,0.009518527512936081,0.00455567759210359,-0.22612185690471875,0.0012338900651478468,0.111,,-0.013220723203339002,0.048596295045239345,0.007579636895010971,0.0006177266296377109,0.014453981794263715,0.01568784536459968,0.004054236708874111,-0.010671498009059952,0.12362789559551157,0.006874609847414475,0.03289657263947786,0.008284663942607467,0.0003525400186152261,0.004230427233733357,0.009342336988076835,-0.20456584256813526,,,,
com_0.3333_0.3147_0.3521,0.009518527512932792,0.004555677592104387,-0.22612185690494147,0.0012338900651523079,0.111,,-0.013220723202914897,0.04859629504515387,0.007579636895009743,0.0006177266296298359,0.01445398179426521,0.01568784536459637,0.00405423670887156,-0.010671498009053534,0.12362789559530045,0.006874609847412404,0.032896572638734634,0.008284663942602079,0.0003525400186128178,0.0042304272337305195,0.009342336988078835,-0.20456584256820776,,,,
com_0.0641_0.6832_0.2527,0.009518527512935889,0.004555677592105394,-0.02155601433620724,0.0012338900651407414,0.111,-0.20456584256852395,-0.21778656577170352,0.04859629504515451,0.007579636895012164,0.0006177266296405208,0.01445398179427731,0.015687845364603083,0.0040542367088755036,-0.010671498008927176,0.12362789559540266,0.0068746098474161315,0.032896572638800824,0.008284663942608197,0.00035254001861402523,0.004230427233729102,0.009342336988082291,,,,,
com_0.0774_0.3782_0.5444,0.009518527512929309,0.0045556775921048245,-0.22612185690502962,0.0012338900651469586,0.111,,-0.013220723202787887,0.048596295045085544,0.007579636895008554,0.0006177266296388881,0.014453981794262926,0.015687845364592046,0.004054236708873352,-0.010671498008920106,0.12362789559528967,0.0068746098474095135,0.032896572638684674,0.008284663942599857,0.000352540018616615,0.004230427233734243,0.009342336988068418,-0.2045658425682655,,,,
com_0.4375_0.3009_0.2616,0.009518527512966507,0.004555677592118201,-0.22612185690494746,0.001233890065148291,0.111,,-0.013220723203970941,0.04859629504565569,0.0075796368950299215,0.0006177266296414265,0.014453981794259189,0.015687845364644088,0.0040542367088833,-0.010671498010243344,0.12362789559540208,0.006874609847431828,0.0328965726388399,0.008284663942628015,0.00035254001861354667,0.004230427233744715,0.009342336988105092,-0.2045658425655592,,,,
com_0.5712_0.2024_0.2264,0.009518527512955063,0.004555677592114436,-0.02155601433913229,0.001233890065151108,0.111,-0.20456584256624932,-0.21778656576930788,0.048596295045369046,0.007579636895026013,0.0006177266296387741,0.01445398179429077,0.015687845364630495,0.004054236708882603,-0.01067149800952058,0.12362789559538563,0.006874609847429477,0.03289657263881832,0.00828466394262255,0.0003525400186136974,0.004230427233739948,0.009342336988097718,,,,,
com_0.2003_0.3866_0.4131,0.009518527512885663,0.004555677592081005,-0.22612185690520725,0.0012338900651469586,0.111,,-0.013220723202081341,0.04859629504523669,0.007579636894969275,0.0006177266296355613,0.014453981794274975,0.015687845364517387,0.004054236708849853,-0.010671498009202272,0.12362789559515919,0.006874609847379231,0.032896572638657716,0.008284663942559318,0.0003525400186078333,0.004230427233709466,0.009342336988026051,-0.20456584256788402,,,,
com_0.6723_0.1487_0.1791,0.009518527512939573,0.004555677592104073,-0.021556014337467566,0.0012338900651502893,0.111,-0.2045658425669178,-0.21778656577059502,0.04859629504557637,0.007579636895008779,0.0006177266296378847,0.0144539817942686,0.015687845364600477,0.004054236708871682,-0.010671498009731831,0.12362789559555896,0.00687460984741322,0.032896572639327694,0.008284663942604338,0.00035254001861396414,0.004230427233732656,0.0093423369880786,,,,,
com_0.3373_0.6613_0.0015,0.018971774397855697,0.003997073933465135,-0.1914084273028046,0.0010825941292859666,0.10391150048209859,-0.021138298685477834,,0.0319774740190078,0.006650244326040021,0.0005419828246054529,0.01268167746653,0.013764248349730094,0.003557118242345953,,0.10516914394867942,0.006031665601501571,0.028862892585329078,0.007268823050578473,0.0003093126083636512,0.0037117048082277054,0.008196807367882263,-0.21596340954071447,-0.012744989067659682,-9.575923980320702e-06,0.0013765113514708823,-0.010620380464082098
com_0.0679_0.3065_0.6257,0.00951852751293058,0.0045556775921089115,-0.22612185690508468,0.0012338900651447382,0.111,,-0.013220723202794993,0.04859629504501105,0.007579636895007684,0.0006177266296396726,0.014453981794268045,0.01568784536459215,0.004054236708873819,-0.010671498009042959,0.12362789559513801,0.006874609847411768,0.03289657263854998,0.0082846639426036,0.0003525400186080517,0.004230427233729782,0.009342336988074617,-0.20456584256813617,,,,
com_0.4244_0.3261_0.2495,0.00951852751298556,0.004555677592128366,-0.22612185690429873,0.0012338900651580609,0.111,,-0.013220723204319107,0.048596295045249996,0.007579636895053554,0.0006177266296433587,0.014453981794270654,0.015687845364678356,0.004054236708891886,-0.010671498009167906,0.12362789559537336,0.006874609847447342,0.032896572638630016,0.008284663942649128,0.0003525400186140393,0.004230427233753696,0.009342336988123751,-0.2045658425671053,,,,
com_0.3787_0.1521_0.4692,0.009518527512892224,0.0045556775920802955,-0.22612185690451536,0.0012338900651474027,0.111,,-0.013220723202250095,0.048596295044914174,0.007579636894970209,0.0006177266296371877,0.014453981794267419,0.01568784536451851,0.004054236708849355,-0.010671498007886238,0.12362789559556939,0.00687460984738012,0.032896572638797084,0.008284663942566967,0.0003525400186147527,0.004230427233710943,0.009342336988030636,-0.20456584257127552,,,,
com_0.381_0.2916_0.3273,0.009518527512939938,0.00455567759210666,-0.22612185690434705,0.0012338900651562845,0.111,,-0.013220723204030588,0.04859629504530615,0.0075796368950138545,0.0006177266296413972,0.014453981794275969,0.015687845364603926,0.0040542367088729605,-0.010671498009401755,0.12362789559553045,0.006874609847416846,0.032896572638745056,0.008284663942610862,0.0003525400186122286,0.00423042723373325,0.009342336988079649,-0.20456584256728141,,,,
com_0.0319_0.5888_0.3793,0.009518527512939006,0.004555677592105444,-0.2261218569047676,0.0012338900651513995,0.111,,-0.013220723203194507,0.04859629504517922,0.007579636895011164,0.0006177266296385689,0.014453981794266914,0.015687845364600238,0.00405423670887229,-0.010671498009072706,0.1236278955953464,0.006874609847416647,0.032896572638753785,0.00828466394260568,0.0003525400186155046,0.004230427233733391,0.009342336988077906,-0.20456584256790666,,,,
com_0.33_0.2331_0.437,0.00951852751293718,0.004555677592102885,-0.22612185690528225,0.0012338900651492901,0.111,,-0.013220723202577389,0.04859629504511525,0.0075796368950079,0.0006177266296390615,0.01445398179426254,0.015687845364594992,0.004054236708870874,-0.010671498008986167,0.12362789559537697,0.006874609847410184,0.03289657263868238,0.008284663942605616,0.0003525400186205333,0.0042304272337347435,0.009342336988079519,-0.20456584256872068,,,,
com_0.2791_0.2915_0.4294,0.009518527512937186,0.004555677592104051,-0.22612185690518327,0.0012338900651478815,0.111,,-0.013220723202086365,0.048596295044738336,0.0075796368950115925,0.0006177266296379652,0.014453981794268005,0.01568784536460071,0.0040542367088726525,-0.010671498008371999,0.12362789559493757,0.0068746098474126004,0.03289657263862985,0.008284663942604482,0.0003525400186120631,0.004230427233731828,0.00934233698807801,-0.20456584256919186,,,,
com_0.2963_0.5849_0.1189,0.00951852751293798,0.004555677592105434,-0.22612185690506204,0.0012338900651558404,0.111,,-0.013220723202836293,0.048596295045133235,0.007579636895010321,0.0006177266296384864,0.01445398179426454,0.01568784536459687,0.004054236708873617,-0.010671498008858582,0.12362789559537186,0.006874609847414104,0.03289657263876481,0.00828466394260485,0.00035254001861400827,0.004230427233734611,0.009342336988076985,-0.20456584256851362,,,,
com_0.4784_0.0492_0.4724,0.009518527512939181,0.00455567759210453,-0.22612185690515263,0.0012338900651425178,0.111,,-0.013220723202835183,0.04859629504518489,0.007579636894999637,0.0006177266296422622,0.014453981794272874,0.015687845364600026,0.004054236708872285,-0.010671498009118093,0.12362789559537064,0.006874609847412401,0.03289657263874723,0.008284663942607011,0.00035254001861676284,0.004230427233734727,0.009342336988070027,-0.2045658425680985,,,,
com_0.275_0.3859_0.3391,0.009518527512938241,0.004555677592107087,-0.2261218569049932,0.0012338900651522877,0.111,,-0.013220723203075213,0.0485962950452181,0.0075796368950176145,0.0006177266296381132,0.0144539817942679,0.015687845364600553,0.004054236708873729,-0.010671498009103181,0.12362789559538402,0.006874609847414996,0.03289657263875976,0.008284663942605778,0.00035254001861727963,0.004230427233732049,0.009342336988079921,-0.20456584256807397,,,,
com_0.3745_0.1967_0.4289,0.009518527512939762,0.004555677592106837,-0.22612185690490924,0.0012338900651411855,0.111,,-0.01322072320354728,0.04859629504550352,0.007579636895014597,0.0006177266296370893,0.014453981794272876,0.015687845364604894,0.004054236708875304,-0.010671498009414856,0.12362789559557749,0.006874609847413925,0.03289657263871669,0.008284663942609174,0.0003525400186108821,0.00423042723373387,0.009342336988081196,-0.20456584256759092,,,,
com_0.6806_0.2227_0.0967,0.009518527512938501,0.004555677592105274,-0.02155601433629495,0.001233890065149179,0.111,-0.2045658425690391,-0.21778656577124078,0.04859629504507951,0.007579636895011849,0.0006177266296388036,0.014453981794283728,0.015687845364598253,0.004054236708872625,-0.010671498008712945,0.12362789559535785,0.0068746098474138494,0.032896572638737145,0.008284663942605726,0.000352540018613785,0.004230427233733101,0.009342336988078025,,,,,
com_0.1018_0.339_0.5592,0.00951852751293373,0.004555677592107176,-0.021556014336979068,0.0012338900651407414,0.111,-0.2045658425678658,-0.2177865657707656,0.04859629504506856,0.007579636895010532,0.0006177266296397272,0.014453981794258658,0.01568784536459401,0.004054236708874132,-0.010671498009064435,0.12362789559521589,0.006874609847409852,0.032896572638622106,0.008284663942603266,0.00035254001861205047,0.0042304272337291325,0.009342336988078731,,,,,
com_0.3697_0.6106_0.0197,0.009511880257841094,0.004552496138841177,-0.2261482300090735,0.0012330283791301966,0.111,,-0.01293067513533952,0.04846875273803436,0.007574343662419963,0.0006172952397297325,0.014443887869121763,0.01567688977192787,0.004051405436323995,-0.010383230189217984,0.12353863500663344,0.0068698089698236925,0.03287359934851429,0.008278878355007839,0.00035229382266767736,0.004227472918683844,0.00933581277546361,-0.20516890007561106,,,,
com_0.2026_0.4821_0.3153,0.009518527512940802,0.004555677592106061,-0.22612185690502873,0.0012338900651380769,0.111,,-0.013220723202386875,0.04859629504487764,0.0075796368950121675,0.0006177266296344063,0.014453981794273025,0.01568784536460278,0.004054236708872371,-0.010671498008641938,0.12362789559521847,0.006874609847414137,0.03289657263801638,0.008284663942605717,0.0003525400186153241,0.004230427233733346,0.009342336988079826,-0.20456584256882504,,,,
com_0.4747_0.0351_0.4902,0.009518527512943933,0.00455567759210941,-0.0215560143372569,0.0012338900651494313,0.111,-0.2045658425672409,-0.21778656577101507,0.04859629504537753,0.007579636895019877,0.0006177266296428191,0.014453981794274378,0.01568784536461805,0.004054236708874373,-0.010671498009418173,0.12362789559550066,0.006874609847422284,0.03289657263874916,0.008284663942610503,0.0003525400186138536,0.004230427233736129,0.009342336988089145,,,,,
com_0.5541_0.1043_0.3415,0.009518527512938206,0.004555677592102654,-0.22612185690577968,0.001233890065147916,0.111,,-0.013220723201854412,0.04859629504514703,0.007579636895012483,0.0006177266296415538,0.014453981794269256,0.01568784536459886,0.004054236708872114,-0.010671498008792088,0.1236278955951526,0.006874609847413067,0.03289657263871123,0.008284663942607046,0.0003525400186116104,0.004230427233734932,0.00934233698808024,-0.2045658425686483,,,,
com_0.5993_0.3592_0.0415,0.00951698457235428,0.004554939122858128,-0.22612797855041877,0.0012336900532150946,0.111,,-0.013153398128188165,0.04856669031298953,0.007578408246003506,0.0006176264969775647,0.014451638823146856,0.015685302385839855,0.004053579522523069,-0.010604586160177447,0.1236071766994752,0.00687349548234914,0.032891240148284186,0.008283321009657282,0.00035248287234792566,0.004229741487134214,0.009340822607743725,-0.20470582244129926,,,,
com_0.3484_0.321_0.3306,0.009518527512941778,0.00455567759210703,-0.22612185690482445,0.0012338900651620577,0.111,,-0.013220723203223539,0.04859629504527114,0.0075796368950092115,0.0006177266296380955,0.014453981794264607,0.015687845364601976,0.0040542367088727115,-0.010671498009361999,0.12362789559537135,0.006874609847413384,0.03289657263863375,0.00828466394260504,0.00035254001861083085,0.004230427233732329,0.009342336988077462,-0.20456584256753085,,,,
com_0.1783_0.1559_0.6659,0.009518527512931337,0.004555677592099632,-0.02155601433544896,0.0012338900651411577,0.111,-0.20456584256972232,-0.2177865657721987,0.04859629504505971,0.00757963689500153,0.0006177266296336254,0.01445398179426142,0.015687845364591575,0.004054236708870749,-0.010671498008489773,0.12362789559542378,0.006874609847411341,0.032896572638799165,0.00828466394260118,0.00035254001860266957,0.004230427233730433,0.009342336988071652,,,,,
com_0.5186_0.2338_0.2476,0.009518527512938099,0.004555677592102797,-0.22612185690575837,0.0012338900651418516,0.111,,-0.013220723202209683,0.04859629504507123,0.0075796368950118796,0.0006177266296390195,0.014453981794269245,0.015687845364600828,0.004054236708873968,-0.01067149800902789,0.12362789559516094,0.0068746098474167985,0.03289657263847142,0.00828466394260696,0.00035254001861555006,0.0042304272337329914,0.009342336988079077,-0.20456584256792754,,,,
com_0.4341_0.5631_0.0027,0.008616939358711159,0.004124167051640779,-0.21122558323154816,0.0011170168760089132,0.10318324714436394,,-0.0023077643972531092,0.040773054781625656,0.0068616990807223045,0.0005592160027502635,0.01308491092175475,0.014201903812515428,0.0036702222921250753,,0.11199930947991259,0.006223451693497949,0.029780632682096315,0.007499946467946619,0.00031914767885726694,0.003829724175821544,0.008457437475014729,-0.21103274185629017,,,,
com_0.4721_0.2445_0.2834,0.009518527512929432,0.0045556775920988,-0.22612185690455533,0.0012338900651522877,0.111,,-0.013220723203122037,0.04859629504517739,0.007579636895005802,0.0006177266296331252,0.014453981794256669,0.015687845364587748,0.004054236708871943,-0.010671498008677375,0.12362789559552004,0.006874609847409002,0.03289657263912429,0.008284663942598575,0.0003525400186089559,0.004230427233730658,0.009342336988070717,-0.20456584256907767,,,,
