,A,B,C,community,medium
D6,0.007460997613593767,0.03233098909911746,0.04290073793866046,0.03557063417160576,
D6_2,0.0076411218252965575,0.03368496330250127,0.04214202179277513,0.03557063417160952,
D19,0.047746240157403384,0.022787976366245254,0.012659987794812812,0.03557063417161567,
D19_2,0.047742878028559387,0.024528451097351477,0.015330281935974093,0.035570634171618744,
