,A,B,C,community,medium
com_0.3494_0.343_0.3076,0.029144443282945808,0.02861399667796614,0.025655269172187987,0.027889279756158413,
com_0.6357_0.1641_0.2001,0.037632520142360085,0.009715699508981162,0.011847126484716405,0.027889279756166972,
com_0.4383_0.2585_0.3031,0.03484350602246672,0.02054699729736371,0.024094797716957526,0.027889279756168266,
com_0.0277_0.3505_0.6219,0.0015106730246541545,0.019151712884599433,0.03398661822234441,0.02788927975620105,
com_0.191_0.7033_0.1057,0.009820980935253009,0.03617073986393679,0.005435867715150093,0.02788927975615773,
com_0.1675_0.2066_0.6259,0.010097853825550292,0.012454336468051056,0.03774337368471877,0.027889279756153875,
com_0.3521_0.2958_0.3521,0.029279333871357963,0.024589848745653564,0.029270768470937274,0.02788927975614327,
com_0.6189_0.0995_0.2816,0.03655050833318998,0.00587262070002614,0.016630744924160185,0.02788927975616216,
com_0.4036_0.421_0.1753,0.030350732579000117,0.03165432330162502,0.01318245368883248,0.027889279756161938,
com_0.393_0.403_0.2039,0.030575538918006264,0.031354300026529565,0.01586525779792787,0.027889279756147887,
com_0.5316_0.3431_0.1252,0.03563747526899371,0.02300046030737126,0.008394543545875157,0.02788927975615245,
com_0.0032_0.4654_0.5315,0.00017581614389921787,0.02600283895668541,0.029699314345705954,0.027885706652693243,
com_0.2625_0.3411_0.3964,0.021385236447087737,0.0277844965555213,0.032287716255198204,0.027889279756265907,
com_0.4557_0.4201_0.1242,0.03180972215187451,0.02932058106584079,0.008671982062860205,0.027889279756156883,
com_0.2026_0.5396_0.2577,0.014174464290091787,0.037749372572172035,0.018027938029635586,0.02788927975615108,
com_0.4771_0.2277_0.2953,0.03629306710111152,0.017319294072858107,0.02246192551290951,0.027889279756172253,
com_0.1315_0.6239_0.2447,0.00786017634019046,0.037309242930749185,0.014632359558645402,0.027889279756152352,
com_0.6109_0.2311_0.1581,0.03773121399362606,0.014270558131519697,0.009762525887174463,0.02788927975618049,
com_0.1044_0.2275_0.6681,0.005718389505876523,0.01246103711080995,0.03660581733753953,0.027889279756148466,
com_0.4702_0.3886_0.1412,0.03345071892687222,0.027644120740863216,0.010043263772195818,0.02788927975615056,
com_0.2034_0.3389_0.4577,0.015512173905028947,0.025842948171894215,0.03490544150982929,0.02788927975615671,
com_0.2839_0.2553_0.4608,0.022107345233114042,0.01988118708987339,0.03588798114048944,0.027889279756152144,
com_0.5582_0.0942_0.3476,0.03528001179032183,0.00595251190289559,0.021964666014213447,0.027889279756153587,
com_0.2968_0.1821_0.5211,0.021070526519269626,0.012929213592371149,0.03700066365908649,0.027889279756159412,
com_0.6081_0.1155_0.2764,0.03690679918213939,0.007006237725887584,0.016772180087876433,0.02788927975616148,
com_0.1585_0.4776_0.3639,0.011460497463047274,0.03453848859228543,0.026318282724980938,0.027889279756159777,
com_0.4153_0.302_0.2827,0.03370855556880304,0.024515929769325463,0.022945268353047752,0.027889279756156713,
com_0.1002_0.1814_0.7184,0.00499607556265131,0.009049910911915504,0.03583913522216232,0.027889279756157064,
com_0.1354_0.4483_0.4163,0.009618840422562882,0.03184524873972316,0.02957270142088402,0.027889279756158576,
com_0.55_0.415_0.0351,0.032146697459147555,0.02425626726329998,0.003936973431391723,0.027882936315013936,
com_0.0275_0.3669_0.6056,0.0015255998483027196,0.02037638726478172,0.033637199251310174,0.027889279756154087,
com_0.2498_0.6583_0.0919,0.013816689634350026,0.036413729158277584,0.005083248094807523,0.027889279756161397,
com_0.3521_0.3502_0.2977,0.0292914372847759,0.029135787724312117,0.0247644527357065,0.027889279756151412,
com_0.4037_0.4709_0.1254,0.028115879831933505,0.03279688552100073,0.008733836686846972,0.027889279756157143,
com_0.2959_0.3429_0.3612,0.024586299629574086,0.028493378462936286,0.03002117123597554,0.027889279756159048,
com_0.3333_0.3147_0.3521,0.027827180012575194,0.026273078774650762,0.029392733646774125,0.02788927975615354,
com_0.0641_0.6832_0.2527,0.003340783243022027,0.03563281589135247,0.013180865597652785,0.0278892797561658,
com_0.0774_0.3782_0.5444,0.004844461002775216,0.02367758975290507,0.03409031277339259,0.027889279756146385,
com_0.4375_0.3009_0.2616,0.034823977265194456,0.023948656437569618,0.02082593553803303,0.027889279756149177,
com_0.5712_0.2024_0.2264,0.038066646942819006,0.013487799453924513,0.015091092690789705,0.027889279756159548,
com_0.2003_0.3866_0.4131,0.015509623977773583,0.029932009756719967,0.03198155207136543,0.02788927975616224,
com_0.6723_0.1487_0.1791,0.037046199366526276,0.008191581185582735,0.00986765907939241,0.02788927975615804,
com_0.3373_0.6613_0.0015,0.014976444217610472,0.02936142715394838,0.002171794659813627,0.024469579087329593,
com_0.0679_0.3065_0.6257,0.003861780538045306,0.01744172862579937,0.03561269700136813,0.027889279756149472,
com_0.4244_0.3261_0.2495,0.03394265824466198,0.026082645538860687,0.019955078611237742,0.02788927975615314,
com_0.3787_0.1521_0.4692,0.02730825346292391,0.010970297321797006,0.03384314863985869,0.02788927975616251,
com_0.381_0.2916_0.3273,0.0314984214052392,0.024106642906666045,0.02705830196883644,0.027889279756160387,
com_0.0319_0.5888_0.3793,0.0018085262481098848,0.03340501124942632,0.021521195688969312,0.02788927975616079,
com_0.33_0.2331_0.437,0.0259855468805471,0.018352456519940077,0.0344133212769887,0.027889279756155228,
com_0.2791_0.2915_0.4294,0.022412310410995326,0.02340756421369366,0.03449043556419641,0.027889279756158743,
com_0.2963_0.5849_0.1189,0.018608724766852446,0.03674059588534053,0.007464975280606397,0.027889279756157927,
com_0.4784_0.0492_0.4724,0.0293622263175969,0.0030181535246828687,0.02898772239995287,0.02788927975615839,
com_0.275_0.3859_0.3391,0.022588003129196916,0.03170154850990158,0.027849858096285898,0.027889279756165022,
com_0.3745_0.1967_0.4289,0.02878255367320538,0.015117914112659165,0.032966670684855405,0.02788927975616739,
com_0.6806_0.2227_0.0967,0.036352549815761394,0.011892058463665246,0.005165433483073342,0.0278892797561594,
com_0.1018_0.339_0.5592,0.006479142929922784,0.02158179909719994,0.035608741161337984,0.027889279756151755,
com_0.3697_0.6106_0.0197,0.02018114663492322,0.03333258232966961,0.002885384789824869,0.027869803302791242,
com_0.2026_0.4821_0.3153,0.015152809760748212,0.03605729781640151,0.023586004766862605,0.027889279756156335,
com_0.4747_0.0351_0.4902,0.02835532521310474,0.002094796241337089,0.02928404141052669,0.027889279756184503,
com_0.5541_0.1043_0.3415,0.03556217432664864,0.006695062257764538,0.021914489387564646,0.027889279756161876,
com_0.5993_0.3592_0.0415,0.03406834899393911,0.020418146922141465,0.0032434777153589906,0.027884758941160763,
com_0.3484_0.321_0.3306,0.029116768607887998,0.026823162376823716,0.02763086765342745,0.027889279756162105,
com_0.1783_0.1559_0.6659,0.009953457993132993,0.008703700289401203,0.03718262898490708,0.027889279756144955,
com_0.5186_0.2338_0.2476,0.03757746833293777,0.01693765247176646,0.017934709739258436,0.02788927975616349,
com_0.4341_0.5631_0.0027,0.021673944624226102,0.028118466129788324,0.001422029518099464,0.02524762701901665,
com_0.4721_0.2445_0.2834,0.036276200669860606,0.01878285130272347,0.02177261166876482,0.02788927975614573,
com_0.5339_0.3409_0.1252,0.03571557744107268,0.022799106278252042,0.008375484566523577,0.02788927975616662,
com_0.1647_0.286_0.5494,0.011182544278996606,0.019418669098953633,0.037306963328869666,0.027889279756162642,
com_0.566_0.0847_0.3493,0.035116135137287195,0.005254342890231112,0.021667348246701464,0.027889279756160932,
com_0.3777_0.4836_0.1387,0.026616483853483603,0.034079476164071455,0.009773544340490893,0.027889279756156078,
com_0.3792_0.4818_0.139,0.026753650073819198,0.03399888899899583,0.009804417884845536,0.027889279756150628,
com_0.2911_0.2808_0.428,0.02340977142046322,0.022579181599245164,0.03441984096573646,0.02788927975615159,
com_0.3969_0.2754_0.3278,0.03248242444062835,0.02253842907131099,0.026823692430593047,0.02788927975615741,
com_0.3125_0.5222_0.1653,0.021915822113831855,0.03662340256518706,0.01159439568011364,0.027889279756159915,
com_0.3143_0.6232_0.0625,0.017851126266739244,0.03539315865678444,0.0035475920660668564,0.027889279756155953,
com_0.4371_0.2102_0.3527,0.0338996160911007,0.01630107139591062,0.027347078167544298,0.0278892797561592,
com_0.2037_0.403_0.3933,0.015845188244298654,0.031340516041062624,0.03059226152301352,0.02788927975615752,
com_0.1311_0.1422_0.7267,0.0064647263336469335,0.007011098043652834,0.03583942082200497,0.02788927975614682,
com_0.1465_0.4397_0.4138,0.010581237793175642,0.031766182399778416,0.029896429116327967,0.027889279756169207,
com_0.0089_0.6066_0.3846,0.0004791618305378462,0.032792174498636854,0.020789213729877052,0.027889279756157348,
com_0.112_0.8548_0.0332,0.004196629748059893,0.03201288959162371,0.0014551380872868036,0.027882405416349725,
com_0.3402_0.3254_0.3344,0.028454776383626205,0.027213410719322328,0.02797162599996457,0.027889279756156717,
com_0.278_0.3907_0.3312,0.022824194909433063,0.03208233383685229,0.027194134269199404,0.027889279756159346,
com_0.1748_0.3958_0.4295,0.013114859793421151,0.029701369446820967,0.0322316542738294,0.027889279756157088,
com_0.1374_0.2623_0.6003,0.008551259916674483,0.016328354435597655,0.03736740555664539,0.027889279756139966,
com_0.302_0.2621_0.4359,0.024071884126559386,0.02088645867105124,0.034744379050339814,0.02788927975615619,
com_0.1275_0.3957_0.4768,0.00888530277174166,0.027579278178047187,0.03322893859273455,0.027889279756163083,
com_0.1431_0.3294_0.5275,0.009796875209096403,0.02255581329641528,0.036126477568665036,0.027889279756157792,
com_0.0665_0.4062_0.5273,0.004144579097701315,0.02531681667914779,0.032866119455313945,0.027889279756162053,
com_0.1865_0.6978_0.1157,0.009722060687945667,0.03637041053825253,0.00602898329140976,0.02788927975614984,
com_0.4607_0.0708_0.4685,0.02941738455118286,0.004520611808939532,0.029918494356150745,0.027889279756147283,
com_0.7444_0.0375_0.2181,0.03442264958914919,0.0017324061491341724,0.010082275541202477,0.027889279756153594,
com_0.4398_0.1176_0.4426,0.030424659581649853,0.008136213485891358,0.030619485932245817,0.027889279756153778,
com_0.6624_0.3084_0.0293,0.03453230743176007,0.016076564380548497,0.0018770500101133512,0.027885202308804778,
com_0.2972_0.2469_0.4559,0.02320441912514051,0.019277882690622222,0.035605547729636866,0.027889279756155096,
com_0.1248_0.4831_0.3921,0.008641418325765805,0.03345570255035044,0.0271574925752957,0.027889279756155533,
com_0.1136_0.0878_0.7986,0.0048093468612963345,0.0037195285952462786,0.03382934303663205,0.027889279756158323,
com_0.688_0.1903_0.1217,0.03659303808227932,0.010122215134892386,0.006471919052349373,0.02788927975615805,
com_0.0417_0.6371_0.3212,0.0022767374759712464,0.034785744553394414,0.01753734745874813,0.027889279756159197,
com_0.4851_0.3402_0.1747,0.03545650189792083,0.024864007323982903,0.012764484147930076,0.027889279756166445,
com_0.3786_0.3038_0.3176,0.03137934000006632,0.02517945331456936,0.026321206696470516,0.02788927975613892,
com_0.8737_0.0558_0.0706,0.03154018674305448,0.0022575355917230145,0.0029417699671810084,0.027889279756160745,
com_0.3008_0.2835_0.4157,0.024407896318099337,0.023005032139655997,0.033738716761610534,0.027889279756162674,
com_0.0258_0.4223_0.5519,0.001486398922969293,0.024353462081037842,0.03182873658689241,0.02788927975614926,
com_0.452_0.1966_0.3514,0.03440486542592341,0.014962796585638986,0.026740101864628735,0.027889279756157924,
com_0.3061_0.5559_0.138,0.020238887015064603,0.03675982905392058,0.009123593616345032,0.02788927975615273,
com_0.5929_0.3504_0.0567,0.0346251385463907,0.02046205467436971,0.0033649230439130526,0.02788927975615719,
com_0.0603_0.3955_0.5442,0.0036845046876379764,0.02417600074644021,0.03326924916307394,0.02788927975616238,
com_0.6914_0.1635_0.145,0.03667082551931721,0.008670900510024672,0.007690777632023111,0.027889279756177245,
com_0.0716_0.5254_0.4029,0.004503981569033762,0.03303702347567458,0.02533519146258782,0.027889279756157022,
com_0.1591_0.3803_0.4607,0.011608757263205502,0.027753261863914823,0.03362325853297542,0.02788927975615568,
com_0.5058_0.2429_0.2513,0.037321694799284794,0.0179199073877095,0.0185379557864713,0.027889279756154874,
com_0.5213_0.2365_0.2422,0.03763279534786682,0.01706879929000995,0.017480252835733127,0.02788927975615433,
com_0.7426_0.0659_0.1915,0.03495603773891296,0.003100631106417204,0.009011693677092746,0.02788927975615907,
com_0.5915_0.2991_0.1094,0.03655304276079307,0.01848397586022743,0.006757817182354477,0.027889279756153622,
com_0.2692_0.2472_0.4836,0.020434287913071867,0.0187603241134159,0.036705991010667245,0.027889279756169456,
com_0.2313_0.2331_0.5356,0.016342563603274782,0.01646966041037022,0.03784579664724354,0.02788927975615922,
com_0.5136_0.1542_0.3323,0.03599610462079793,0.01080531498391535,0.023286282756398276,0.02788927975614867,
com_0.1508_0.0962_0.753,0.007020894392355857,0.004479477321291559,0.035060470090005506,0.027889279756167673,
com_0.3539_0.2197_0.4264,0.027774389447512336,0.01724503494175026,0.033469572502540054,0.02788927975615662,
com_0.3858_0.2557_0.3585,0.031396362849197036,0.020800650412364115,0.02916972027031138,0.027889279756158174,
com_0.5952_0.0699_0.3349,0.03522164620020339,0.0041366977714733175,0.01981740501301708,0.02788927975616179,
com_0.1955_0.0158_0.7887,0.008255738879990279,0.0006664348752570016,0.033302663903973975,0.02788927975615121,
com_0.218_0.7428_0.0392,0.010109385808066342,0.03445550754340308,0.002307764590436111,0.027888200295057338,
com_0.6357_0.2028_0.1616,0.03761704677709232,0.01199741240359588,0.009560050500112032,0.027889279756154323,
com_0.585_0.2821_0.1329,0.03712596347791326,0.017903779254957675,0.008435844313576649,0.02788927975617472,
com_0.1663_0.1914_0.6423,0.009724497675062824,0.01118998984396162,0.037566704129794855,0.027889279756140323,
com_0.0936_0.6996_0.2069,0.004822231651181061,0.03606738196687863,0.010663020535164389,0.027889279756161484,
com_0.3311_0.1462_0.5227,0.022842145369594193,0.010082967678170967,0.03606502825800262,0.02788927975615515,
com_0.1123_0.5592_0.3285,0.0072276274140582915,0.03599897537163165,0.02114749862943419,0.027889279756157737,
com_0.3568_0.0868_0.5564,0.022392202222540885,0.00544492524269458,0.03491572429516556,0.027889279756157924,
com_0.4295_0.0725_0.498,0.027362345224197483,0.004618425221417385,0.0317315376523072,0.027889279756124513,
com_0.1501_0.2583_0.5916,0.009529229691572591,0.016395547570655377,0.037564401436253274,0.027889279756212918,
com_0.1083_0.7022_0.1894,0.0055855130629932385,0.03621773853592473,0.009768839921621942,0.027889279756157872,
com_0.4055_0.3346_0.26,0.03288125414098958,0.02712897399424967,0.021082717242482594,0.02788927975615415,
com_0.2704_0.3383_0.3914,0.022133398834381455,0.027689417236558593,0.032038754139573515,0.02788927975616376,
com_0.3006_0.0823_0.6171,0.017541356997118753,0.004803580361130316,0.03601050584773251,0.02788927975615531,
com_0.6257_0.2093_0.1651,0.037729199100596925,0.01261761789233905,0.00995311977322837,0.02788927975615636,
com_0.0679_0.4955_0.4366,0.004293491675219441,0.03135495510469629,0.02762392302122983,0.027889279756160956,
com_0.2532_0.3192_0.4276,0.02024168479243027,0.025517862836129092,0.034187800220331285,0.02788927975616317,
com_0.4812_0.097_0.4217,0.03204501320573358,0.006460982597006977,0.0280781554363243,0.027889279756152574,
com_0.5509_0.0982_0.3509,0.03521650325490339,0.006273163307118525,0.022432786693209993,0.027889279756157275,
com_0.4571_0.1234_0.4195,0.031859246885492944,0.008595552185608668,0.029236335798819745,0.027889279756155082,
com_0.3401_0.3906_0.2693,0.027836674190016612,0.03196950011649799,0.022037062388825725,0.027889279756162306,
com_0.1175_0.5289_0.3536,0.00782484669521929,0.03524017698560401,0.023559134350327637,0.02788927975616174,
com_0.4215_0.3548_0.2236,0.03324768022687653,0.027985413439655795,0.01763599735288017,0.02788927975615242,
com_0.5378_0.4403_0.022,0.030983666725653575,0.0253661924953921,0.002376745620130069,0.027882219513522027,
com_0.1444_0.4186_0.437,0.010407240188038923,0.030161341699274178,0.031491275168498735,0.027889279756155884,
com_0.0921_0.3766_0.5313,0.0059338712893399525,0.024279140671126305,0.03425267121886779,0.02788927975615462,
com_0.5715_0.1455_0.283,0.03725274558382886,0.009483741627264036,0.018442068994001755,0.02788927975615528,
com_0.2902_0.3749_0.3349,0.024019091093194708,0.03103803273540232,0.027717432719310882,0.027889279756155693,
com_0.4434_0.3983_0.1583,0.03251623845001291,0.02920962400514567,0.011608833847499047,0.027889279756156533,
com_0.2604_0.2724_0.4672,0.020158534572609774,0.02108482977627026,0.03616599477995371,0.02788927975615558,
com_0.7855_0.1754_0.0392,0.03370791889923409,0.007529967839284714,0.0023294195608893125,0.02788818176557751,
com_0.4561_0.4779_0.066,0.028830770853253,0.030206383576829154,0.004586561300988052,0.027889279756156113,
com_0.518_0.2272_0.2548,0.03753815375319886,0.016460595696643855,0.018461869800116947,0.02788927975615692,
com_0.2216_0.2516_0.5268,0.015846726711328186,0.017994430710975864,0.03768008707492503,0.027889279756149563,
com_0.5293_0.0248_0.4459,0.03077934977315795,0.00143817346013294,0.02592674815644409,0.02788927975616208,
com_0.4109_0.1912_0.3979,0.03150716127768484,0.014660107287973777,0.030510295115940566,0.02788927975617584,
com_0.0168_0.6736_0.3096,0.0008520661172711972,0.03416573984681403,0.015703351744227004,0.027889279756155846,
com_0.2207_0.3631_0.4161,0.01739963410127148,0.02862754746464841,0.0328086576570768,0.02788927975615719,
com_0.5652_0.0592_0.3756,0.03397190186830377,0.003556676699018696,0.022569752730681302,0.02788927975615392,
com_0.3993_0.4298_0.1709,0.029829954956811303,0.032100538865922554,0.012764381832692158,0.027889279756153105,
com_0.3625_0.1696_0.4679,0.026668909787484332,0.01247838491690789,0.034422101794177394,0.027889279756149996,
com_0.4208_0.0526_0.5266,0.025668479930390373,0.003204916120702278,0.03212704309452623,0.027889279756180024,
com_0.2172_0.4586_0.3242,0.01670824585169469,0.035273916930776424,0.02493584859090982,0.02788927975615181,
com_0.2039_0.4566_0.3395,0.015565783977842704,0.03485755398080032,0.025919775457142434,0.02788927975615193,
com_0.4642_0.0963_0.4394,0.030983452978380732,0.006427447116909341,0.02932493206854842,0.027889279756161865,
com_0.3051_0.1259_0.569,0.019664621360946762,0.008111376385024809,0.03667455145443287,0.02788927975619008,
com_0.3054_0.3078_0.3869,0.025223543733819517,0.025419985905414305,0.03195779012006154,0.027889279756165022,
com_0.3919_0.1714_0.4368,0.029243547340901645,0.012787217516907368,0.03259893882662624,0.02788927975615802,
com_0.6739_0.1656_0.1605,0.03704750443296128,0.009102364262699237,0.008824911102392191,0.027889279756154167,
com_0.5867_0.3055_0.1078,0.03642945060227348,0.01897070449355698,0.006694299065357501,0.027889279756157483,
com_0.3173_0.4693_0.2134,0.02414725375466228,0.03571718125757045,0.016235222401413375,0.02788927975615541,
com_0.4764_0.2062_0.3174,0.035887951224634236,0.01553405718861881,0.023912055637799075,0.027889279756149868,
com_0.4486_0.3943_0.1571,0.032804445583846875,0.028832476612282804,0.01148683668150789,0.02788927975615522,
com_0.3295_0.4112_0.2592,0.026645403251667733,0.03325420598709214,0.020959369295739223,0.027889279756159596,
com_0.2669_0.438_0.295,0.02125765146310987,0.03488889438900979,0.02349646997455021,0.027889279756154815,
com_0.3029_0.0431_0.654,0.01620527920322737,0.0023035473634657787,0.0349868533124533,0.027889279756158045,
com_0.4312_0.118_0.4508,0.0298354333397515,0.00816757316781307,0.03119242928677794,0.027889279756155783,
com_0.3192_0.4275_0.2533,0.025524284534064783,0.0341807307021519,0.020252590460353607,0.027889279756151904,
com_0.2229_0.4108_0.3663,0.017631276825057617,0.03249443312362542,0.028967586310873008,0.027889279756159683,
com_0.377_0.3485_0.2745,0.031022618760843848,0.02867514352902506,0.022588930941972018,0.027889279756157674,
com_0.1654_0.1359_0.6987,0.008635914730927726,0.007095918897460633,0.03649049317540447,0.027889279756157043,
com_0.3609_0.3615_0.2777,0.029779390830198708,0.029826941955180746,0.02291005242944464,0.027889279756158437,
com_0.301_0.402_0.297,0.024662522346036757,0.03293641282434795,0.024327950808731222,0.02788927975615655,
com_0.141_0.4926_0.3664,0.009908101755274255,0.034624493037386316,0.025752959553064614,0.027889279756156817,
com_0.4219_0.3592_0.2189,0.03314997368388274,0.028224509524453507,0.01720306415109957,0.02788927975615494,
com_0.3059_0.4897_0.2045,0.02273897824528373,0.03640505961423016,0.015199750258240443,0.027889279756155967,
com_0.5153_0.1461_0.3387,0.03579037082610923,0.010144506942696313,0.02352127530737096,0.02788927975615916,
com_0.3332_0.2379_0.4289,0.02642761201884601,0.018873324956100623,0.03402601088406868,0.027889279756147252,
com_0.5214_0.2453_0.2332,0.03762906622962367,0.017701610503790002,0.01682956121215313,0.027889279756151002,
com_0.3736_0.0321_0.5943,0.02109982563098524,0.0018143592944915004,0.03356747246250813,0.02788927975615923,
com_0.3272_0.4846_0.1882,0.02418667270045536,0.03581894351552464,0.013911173374322369,0.027889279756152983,
com_0.0076_0.6365_0.3559,0.0003981084587064381,0.03337797702648076,0.01866013591221308,0.027889279756159596,
com_0.5149_0.4288_0.0564,0.03176264518610746,0.02644896861623776,0.003478069084231203,0.02788927975615346,
com_0.1322_0.2965_0.5713,0.008542123747691031,0.01915196484702177,0.03690309844445389,0.02788927975618951,
com_0.5653_0.356_0.0787,0.03484278711636751,0.021942955512821567,0.0048513452238993825,0.027889279756153317,
com_0.083_0.4952_0.4218,0.0053815014035154,0.03211614039384865,0.02735567118197849,0.027889279756156526,
com_0.3108_0.457_0.2323,0.02411766588285853,0.03546770259548965,0.018025002723443376,0.027889279756128926,
com_0.4005_0.2015_0.398,0.03108199142310334,0.015632439424582204,0.03088086509234916,0.02788927975617179,
com_0.5787_0.22_0.2013,0.03808215049790804,0.01447961323051262,0.013245143666499594,0.027889279756157168,
com_0.0058_0.0557_0.9384,0.0001829020116672991,0.0017577673583287785,0.02961332323764881,0.027889279756051884,
com_0.075_0.4727_0.4523,0.004819110911904745,0.030398328659962594,0.02908999820831939,0.027889279756149403,
com_0.3453_0.1689_0.4859,0.025089426268332497,0.012268974534429324,0.03530749366016064,0.027889279756145607,
com_0.2492_0.3776_0.3732,0.020209375669424327,0.030614078595301415,0.03026183815825859,0.02788927975615324,
com_0.1994_0.0976_0.7031,0.010228385335712626,0.005004488660967857,0.03607304738844081,0.027889279756154052,
com_0.4746_0.1826_0.3428,0.03519445065815559,0.013542324323748673,0.025419305972900406,0.027889279756158417,
com_0.0902_0.391_0.5188,0.00584881534682284,0.025348199391163444,0.033637420831723455,0.0278892797561379,
com_0.5739_0.2739_0.1522,0.037436359668751286,0.017865974463961445,0.009925097650242512,0.027889279756165345,
