,A,B,C,sample
B,0.008056048298897417,-0.017761605539441158,0.0018581527548771504,com_0.5854_0.2796_0.135
C,-0.0045195628157689155,-0.002158974312237747,-0.008576113594417251,com_0.5854_0.2796_0.135
A,-0.037685138819172286,0.06391945038963806,0.0399941990242293,com_0.5925_0.2507_0.1568
B,0.00630314098040808,-0.015942979450635043,0.0016684775189405952,com_0.5925_0.2507_0.1568
C,-0.004069385535779978,-0.0017215839455176941,-0.00997547208919885,com_0.5925_0.2507_0.1568
A,-0.036884873535539674,0.061843045221136615,0.026518929086680694,com_0.5818_0.2927_0.1255
B,0.008917357370499583,-0.01855310510048489,0.0019233999418981317,com_0.5818_0.2927_0.1255
C,-0.004675620793337991,-0.002351838997531157,-0.00795576088131484,com_0.5818_0.2927_0.1255
A,-0.03699706160641885,0.06433751877785061,0.028380199319158472,com_0.5908_0.284_0.1253
B,0.008179109303410002,-0.017782160742738227,0.0017341012274639002,com_0.5908_0.284_0.1253
C,-0.004708958042387752,-0.0022632999813102985,-0.007843965327980908,com_0.5908_0.284_0.1253
A,-0.03628136546867253,0.06453621316651303,0.02076847030433227,com_0.598_0.3042_0.0979
B,0.009141507479294202,-0.018454069061839627,0.001496329937238851,com_0.598_0.3042_0.0979
C,-0.005083091255813594,-0.002585451673937769,-0.005938724440964723,com_0.598_0.3042_0.0979
A,-0.036521960675382194,0.06550632847845374,0.02326564385505052,com_0.5988_0.296_0.1051
B,0.008657364215471815,-0.018053524719963673,0.0015199364411516243,com_0.5988_0.296_0.1051
C,-0.005009643918295649,-0.002476365689206235,-0.0064120045625098475,com_0.5988_0.296_0.1051
A,-0.037802028809182556,0.061656239573877135,0.041591091819581996,com_0.5867_0.2468_0.1665
B,0.006192686574478419,-0.015904467427123946,0.0017575448246371934,com_0.5867_0.2468_0.1665
C,-0.0037954869017708046,-0.0015968771964871443,-0.010728584319686749,com_0.5867_0.2468_0.1665
A,-0.03748133144864403,0.06868139798010454,0.03880067396230971,com_0.6074_0.2509_0.1417
B,0.00606540485584104,-0.015482902905887361,0.0014154590815502865,com_0.6074_0.2509_0.1417
C,-0.004454819177016386,-0.0018402103156012813,-0.008746867205999985,com_0.6074_0.2509_0.1417
A,-0.03758000026913317,0.062263278579356,0.036605266128590906,com_0.5844_0.2617_0.1539
B,0.0070486624868914965,-0.016830087076295894,0.0018558714201748136,com_0.5844_0.2617_0.1539
C,-0.0041114921448733785,-0.0018413190611111397,-0.009894593258000739,com_0.5844_0.2617_0.1539
A,-0.03684861985965076,0.05493450026557402,0.025866714773924344,com_0.5536_0.3035_0.1429
B,0.010379867484692606,-0.020198090271487223,0.0026790263650432623,com_0.5536_0.3035_0.1429
C,-0.004233710072301368,-0.0023206529457528713,-0.009510566903674928,com_0.5536_0.3035_0.1429
A,-0.03741483891489925,0.06034352816702734,0.033053934305541696,com_0.5757_0.2741_0.1502
B,0.007943450860039995,-0.01781637736925406,0.0020719401007612877,com_0.5757_0.2741_0.1502
C,-0.004165330963462444,-0.001983467267730507,-0.009759147096073378,com_0.5757_0.2741_0.1502
A,-0.03767143995411119,0.06369366277059463,0.039473732084619705,com_0.5913_0.2523_0.1564
B,0.006409939757838011,-0.016073456557561833,0.0016949737313354096,com_0.5913_0.2523_0.1564
C,-0.004076737903908605,-0.0017394415950830466,-0.009961419874170712,com_0.5913_0.2523_0.1564
A,-0.03619268608351407,0.06687180266602155,0.020243252372691756,com_0.6079_0.301_0.0911
B,0.008674488174145664,-0.01791656549382966,0.001299915325250714,com_0.6079_0.301_0.0911
C,-0.005169687213636011,-0.0025591645590598133,-0.005423654555545663,com_0.6079_0.301_0.0911
A,-0.03581204366857216,0.06512105266488882,0.01670123771914102,com_0.607_0.3127_0.0802
B,0.009342240458083267,-0.018450082174546915,0.0012343759492768397,com_0.607_0.3127_0.0802
C,-0.005243177396694276,-0.0027012436017231287,-0.004731791111119972,com_0.607_0.3127_0.0802
A,-0.037511694265433854,0.06373283014312565,0.03599928417077067,com_0.5892_0.2625_0.1483
B,0.007002555858803994,-0.016712675267888433,0.0017622460137461434,com_0.5892_0.2625_0.1483
C,-0.004258786491255058,-0.0018974273772409522,-0.00944010088965168,com_0.5892_0.2625_0.1483
A,-0.03760922694232342,0.057837894012477284,0.03563103250309681,com_0.568_0.2673_0.1647
B,0.007683894932333235,-0.01769961623531949,0.0022277517720694206,com_0.568_0.2673_0.1647
C,-0.0037640665225352823,-0.001771441168760525,-0.01090384793822523,com_0.568_0.2673_0.1647
A,-0.03776594467031883,0.06204173912265799,0.04081567535152691,com_0.5871_0.2491_0.1638
B,0.0063048064051390434,-0.016020325499011428,0.0017594857853946867,com_0.5871_0.2491_0.1638
C,-0.003869159051793178,-0.0016412984755503884,-0.010539362916841792,com_0.5871_0.2491_0.1638
A,-0.03726297111260259,0.06311106000640089,0.03160319691490779,com_0.5857_0.2761_0.1382
B,0.007841364080321975,-0.01756330398681541,0.0018507420983810332,com_0.5857_0.2761_0.1382
C,-0.004458376037082629,-0.002101384062620327,-0.008794917315303293,com_0.5857_0.2761_0.1382
A,-0.03782579802043484,0.04977954958493094,0.0396504345133111,com_0.5453_0.2531_0.2016
B,0.007169084417350327,-0.017556793408007674,0.0026504388095831798,com_0.5453_0.2531_0.2016
C,-0.002395896011746154,-0.0011120519196620542,-0.013984346847116646,com_0.5453_0.2531_0.2016
A,-0.037375792766418926,0.06307651110335451,0.03331905318949978,com_0.5859_0.271_0.1431
B,0.007546639085864608,-0.01728877065148762,0.0018439632668372126,com_0.5859_0.271_0.1431
C,-0.004358603266299957,-0.0020161416432157176,-0.009132487846833452,com_0.5859_0.271_0.1431
A,-0.03789061515017334,0.04740141076657706,0.04207594587976368,com_0.5427_0.2422_0.215
B,0.006524752532116894,-0.01691261294602343,0.002585149829574307,com_0.5427_0.2422_0.215
C,-0.001811528504450273,-0.0008085822917963149,-0.01501251071424822,com_0.5427_0.2422_0.215
A,-0.036965851290418184,0.053989055280520726,0.027114448227327316,com_0.5494_0.2999_0.1506
B,0.010244988573084708,-0.02017865256342276,0.0028086522533110423,com_0.5494_0.2999_0.1506
C,-0.004039286238238994,-0.0022049364687467404,-0.010134147147320895,com_0.5494_0.2999_0.1506
A,-0.03787306714774568,0.05090519499404315,0.040519808130502113,com_0.5505_0.2503_0.1992
B,0.006923317913182556,-0.017220776850777185,0.0025057734930109352,com_0.5505_0.2503_0.1992
C,-0.0025233326295083167,-0.0011473522321771568,-0.013707492406917118,com_0.5505_0.2503_0.1992
A,-0.03801486816555891,0.05444159322627905,0.045112017884481735,com_0.5695_0.2354_0.1951
B,0.005813381321634593,-0.01571376134567477,0.001991209259819802,com_0.5695_0.2354_0.1951
C,-0.002800096717461474,-0.0011574432237677033,-0.013020917295922337,com_0.5695_0.2354_0.1951
A,-0.03760182476109256,0.06520549130101197,0.03885835103017682,com_0.5959_0.2532_0.1509
B,0.006379602889819647,-0.015977028728876404,0.001615403192841796,com_0.5959_0.2532_0.1509
C,-0.004222498667377256,-0.0017941411871718552,-0.009521299180807099,com_0.5959_0.2532_0.1509
A,-0.03757061186435718,0.051717299094967716,0.03472554245109738,com_0.5448_0.2723_0.1829
B,0.008437965724290467,-0.01878126047365449,0.0028322228818268673,com_0.5448_0.2723_0.1829
C,-0.003085689925237785,-0.0015425127075597914,-0.012610663538317708,com_0.5448_0.2723_0.1829
A,-0.03733507320622534,0.05634705738571075,0.03130675619367647,com_0.5598_0.283_0.1572
B,0.008842138719066764,-0.018872218524353026,0.0024833052445110103,com_0.5598_0.283_0.1572
C,-0.003924963743364533,-0.0019839996842215997,-0.010485515510557606,com_0.5598_0.283_0.1572
A,-0.03777641064701509,0.06480293767278218,0.04373439501114344,com_0.5989_0.2395_0.1616
B,0.005631657360127822,-0.015107663345334612,0.0015199918563368001,com_0.5989_0.2395_0.1616
C,-0.0039720483733705556,-0.0015885143289676978,-0.010195903768741745,com_0.5989_0.2395_0.1616
A,-0.03760482855403787,0.06769874499701696,0.041195003558342935,com_0.6057_0.2452_0.1492
B,0.0058088196636810335,-0.01522142253020808,0.001430748988524029,com_0.6057_0.2452_0.1492
C,-0.00429203055418876,-0.0017372984559691912,-0.00926230694713354,com_0.6057_0.2452_0.1492
A,-0.005849821197383656,0.0004577836988687682,0.0006074437883029915,com_0.0902_0.391_0.5188
B,0.0032248552013659157,-0.02534922474037852,0.018542918141116166,com_0.0902_0.391_0.5188
C,0.007309388851913285,0.03167401782412328,-0.03363647317441412,com_0.0902_0.391_0.5188
A,-0.0374356060844337,0.059843374627922205,0.033246321660721175,com_0.5739_0.2739_0.1522
B,0.007967284897585997,-0.017866992330690765,0.0021125376483910295,com_0.5739_0.2739_0.1522
C,-0.00411085025054915,-0.0019619965477451033,-0.00992610757971505,com_0.5739_0.2739_0.1522
