,A,B,C,sample
B,0.004554828178029274,-0.025862009003972494,0.018415745663011455,com_0.1235_0.3773_0.4993
C,0.009936949408678012,0.030358754656713137,-0.0342254127574266,com_0.1235_0.3773_0.4993
A,-0.004937637940053557,0.0002893018931863986,0.0004569128726524818,com_0.0799_0.3567_0.5634
B,0.0019405114447896346,-0.022056666810445536,0.013690489876922236,com_0.0799_0.3567_0.5634
C,0.009094950367615859,0.04062758277077584,-0.034835496192340394,com_0.0799_0.3567_0.5634
A,-0.004000769342244888,0.0001949673233982846,0.00027665277636194224,com_0.0652_0.3865_0.5484
B,0.001959322670168832,-0.02372404495575793,0.016486345572162248,com_0.0652_0.3865_0.5484
C,0.005962725483771305,0.03535819165091616,-0.03366370725566568,com_0.0652_0.3865_0.5484
A,-0.003167772715994267,0.00011887546835916488,0.00015429456516685702,com_0.0522_0.4125_0.5354
B,0.0018626440440627791,-0.02503692542310232,0.019108002589645012,com_0.0522_0.4125_0.5354
C,0.0039219684166066915,0.030997818500241102,-0.032496709125233864,com_0.0522_0.4125_0.5354
A,-0.00808320653177561,0.0008373772644572133,0.0012240645076441181,com_0.1203_0.3573_0.5224
B,0.0035923399552254577,-0.02401305670009779,0.015599990719946229,com_0.1203_0.3573_0.5224
C,0.011785359455009586,0.03501116837636312,-0.03510189692583502,com_0.1203_0.3573_0.5224
A,-0.004720774897661546,0.00030110648281355193,0.000376103565333262,com_0.0743_0.4116_0.5141
B,0.00296380730255027,-0.02613486066486303,0.020494824766386387,com_0.0743_0.4116_0.5141
C,0.005259429147620445,0.029116925079825613,-0.03264431301755724,com_0.0743_0.4116_0.5141
A,-0.0076760498446740415,0.0007727483362652728,0.001084854135345134,com_0.1146_0.3683_0.5171
B,0.0037124944917451396,-0.02468233397830219,0.0167589778289199,com_0.1146_0.3683_0.5171
C,0.01040173366456514,0.03344676876820353,-0.034651296981174,com_0.1146_0.3683_0.5171
A,-0.007123923935811788,0.0006929682840127564,0.0009041297634376846,com_0.1066_0.3876_0.5057
B,0.0040068147848140254,-0.025899713627206868,0.019006071838906125,com_0.1066_0.3876_0.5057
C,0.008366732346184319,0.030418063767104125,-0.03379188123224362,com_0.1066_0.3876_0.5057
A,-0.00772788885548976,0.0008846916053407219,0.0010004780008881636,com_0.113_0.4163_0.4708
B,0.005713700537648297,-0.028478663860132834,0.02381177964483429,com_0.113_0.4163_0.4708
C,0.006529404190753833,0.024062031771409843,-0.03220588565912383,com_0.113_0.4163_0.4708
A,-0.007502720939876485,0.0008172576105773197,0.0009579987586967945,com_0.1104_0.4095_0.4801
B,0.005185930686668243,-0.027832647873707202,0.022551135449313683,com_0.1104_0.4095_0.4801
C,0.006906577146369884,0.025621148872488685,-0.032625749537356856,com_0.1104_0.4095_0.4801
A,-0.007982400623114385,0.000797075045691327,0.0012120614877493621,com_0.1197_0.3492_0.531
B,0.0032851149942584763,-0.023283707536029794,0.01457117690153887,com_0.1197_0.3492_0.531
C,0.012645263193394278,0.036884719742765776,-0.03540605787251679,com_0.1197_0.3492_0.531
A,-0.008519467902105088,0.0011100747926724684,0.0011860062379025135,com_0.1224_0.4243_0.4533
B,0.0069567782700406845,-0.029545653528067404,0.025776504522477678,com_0.1224_0.4243_0.4533
C,0.006213248020569341,0.02154764539710347,-0.0315666382352749,com_0.1224_0.4243_0.4533
A,-0.008849923699927424,0.0010166007719515126,0.0014580054116432248,com_0.1294_0.3577_0.5129
B,0.004045098960192606,-0.024461317044001684,0.01603533957153412,com_0.1294_0.3577_0.5129
C,0.012154473672322093,0.03359514093680306,-0.035082338722446864,com_0.1294_0.3577_0.5129
A,-0.007384002895140486,0.0008238487032733131,0.0008951372763240442,com_0.1085_0.4273_0.4642
B,0.005930698754743064,-0.029074984497890404,0.025373225500700716,com_0.1085_0.4273_0.4642
C,0.0057280977162499575,0.022554751769438785,-0.031590876247415495,com_0.1085_0.4273_0.4642
A,-0.006492064226906464,0.0005709242336599252,0.0007499444009465422,com_0.0986_0.3896_0.5118
B,0.0036279619221847416,-0.025660756041593173,0.018836488928362087,com_0.0986_0.3896_0.5118
C,0.007838288362823347,0.030981888035448005,-0.0337069950415905,com_0.0986_0.3896_0.5118
A,-0.00703078372841524,0.0006581512192996124,0.0008963668459749038,com_0.1059_0.3785_0.5155
B,0.003636780268485266,-0.025118696810888144,0.017695813061860938,com_0.1059_0.3785_0.5155
C,0.009071729293123821,0.03241032955854742,-0.03421032488454263,com_0.1059_0.3785_0.5155
A,-0.0063784100425975584,0.0005318293272398335,0.0007417042440684071,com_0.0978_0.3768_0.5254
B,0.0031696116973729286,-0.02457326426841664,0.017030012226169476,com_0.0978_0.3768_0.5254
C,0.008778208486582235,0.03381865318869725,-0.034270570448490516,com_0.0978_0.3768_0.5254
A,-0.008588907085151984,0.0009793721379253613,0.0013514422865623446,com_0.1256_0.3674_0.507
B,0.0042498569932851865,-0.025126602320137054,0.01715615406133847,com_0.1256_0.3674_0.507
C,0.010972211905009311,0.03209889249389165,-0.03467236976244846,com_0.1256_0.3674_0.507
A,-0.005138423559735022,0.00036846763629875753,0.00044308770584804147,com_0.0798_0.4178_0.5024
B,0.003465919871718284,-0.026889987240139485,0.02181069813708225,com_0.0798_0.4178_0.5024
C,0.005223797833593072,0.027336761132223986,-0.03233560177866975,com_0.0798_0.4178_0.5024
A,-0.008234941719269417,0.0008986248677501397,0.0012426528908948825,com_0.1213_0.3688_0.5099
B,0.004075883025868235,-0.025039009908366678,0.017137589493757946,com_0.1213_0.3688_0.5099
C,0.010663288526180245,0.032422595839038476,-0.034624902074984844,com_0.1213_0.3688_0.5099
A,-0.006659139677234566,0.0006611379479647995,0.0007309873771108588,com_0.0994_0.4277_0.4729
B,0.005216682132722385,-0.028644176066360542,0.024810206425061564,com_0.0994_0.4277_0.4729
C,0.005450394980257452,0.023444781348797954,-0.03167044216040982,com_0.0994_0.4277_0.4729
A,-0.00847580377237598,0.0011042056275942652,0.0011682477831246318,com_0.1218_0.4267_0.4515
B,0.007058326865805027,-0.029696232480121237,0.02616418652090683,com_0.1218_0.4267_0.4515
C,0.006047121842440479,0.0211869860235581,-0.031418566343864446,com_0.1218_0.4267_0.4515
A,-0.009096311300741613,0.0012757561945511524,0.0013441375527332225,com_0.1292_0.424_0.4468
B,0.007561998688096818,-0.02985633467368014,0.026150729124755766,com_0.1292_0.424_0.4468
C,0.006342336296378653,0.02081711024465455,-0.03145665354552181,com_0.1292_0.424_0.4468
A,-0.005851629377649314,0.00048735357289384634,0.0005786791033609087,com_0.0893_0.4163_0.4943
B,0.004019193654942342,-0.0272760907768101,0.022245281028658297,com_0.0893_0.4163_0.4943
C,0.005716122665744494,0.026644456063774424,-0.03238737670041086,com_0.0893_0.4163_0.4943
A,-0.007740946545807722,0.0008796324031640212,0.0010119011947804443,com_0.1132_0.4124_0.4744
B,0.0055342639657519534,-0.02819388121811276,0.02318769381933624,com_0.1132_0.4124_0.4744
C,0.006797288863562852,0.02475691492503468,-0.032433346002338034,com_0.1132_0.4124_0.4744
A,-0.007604828091809674,0.0008247444180003762,0.0009996421954022103,com_0.1119_0.4015_0.4866
B,0.004916398200485323,-0.027276476214436244,0.021373276751385742,com_0.1119_0.4015_0.4866
C,0.007526528254344212,0.02699563574873069,-0.03306080765101526,com_0.1119_0.4015_0.4866
A,-0.006162183623290672,0.0005189051494783083,0.0006675582964798116,com_0.0941_0.3962_0.5097
B,0.003600751322021616,-0.025960455800245363,0.019515155831055606,com_0.0941_0.3962_0.5097
C,0.007155119729424993,0.03014356286790469,-0.03339746708514323,com_0.0941_0.3962_0.5097
A,-0.00788404979023314,0.0008330721570932037,0.001128281422874862,com_0.1166_0.3752_0.5082
B,0.004083013262479947,-0.025360982787942566,0.01778821334180309,com_0.1166_0.3752_0.5082
C,0.009857469730008984,0.03170897277845533,-0.03434795594013131,com_0.1166_0.3752_0.5082
A,-0.003720788390902424,0.00015538889290280314,0.00024568837516556613,com_0.0622_0.3633_0.5745
B,0.00147112918069176,-0.02174903079906503,0.013596287551273921,com_0.0622_0.3633_0.5745
C,0.007021163154026391,0.0410406286066545,-0.034387812009461984,com_0.0622_0.3633_0.5745
A,-0.006406750704174691,0.0005684822971794672,0.0007171197872061705,com_0.0971_0.3993_0.5037
B,0.003881969894041478,-0.026354787994684947,0.020144135269185036,com_0.0971_0.3993_0.5037
C,0.007092553570246731,0.029175904502445015,-0.033245608611365336,com_0.0971_0.3993_0.5037
A,-0.0068023412096258245,0.0006734720538167371,0.0007805302093095642,com_0.1015_0.4162_0.4823
B,0.004849531867841689,-0.027891279569062438,0.023045173467299652,com_0.1015_0.4162_0.4823
C,0.006186208805868274,0.025364984503433902,-0.03232500317677595,com_0.1015_0.4162_0.4823
A,-0.006999819847856305,0.0006917519397297983,0.0008495341334191081,com_0.1044_0.4019_0.4936
B,0.004442285286538724,-0.026938694351170005,0.02099551701344477,com_0.1044_0.4019_0.4936
C,0.007220542893289213,0.027788143466783845,-0.03308316038094632,com_0.1044_0.4019_0.4936
A,-0.006827390689626093,0.0006748158438143054,0.0007901241968120212,com_0.1019_0.4137_0.4844
B,0.004769086544665114,-0.027723521123648957,0.02267456314390609,com_0.1019_0.4137_0.4844
C,0.006351357698704364,0.025790526363424677,-0.03246074474602015,com_0.1019_0.4137_0.4844
A,-0.005487028446765291,0.0004199835839620268,0.0005120382487962816,com_0.0846_0.4125_0.5029
B,0.0035897653786962583,-0.026740635086160633,0.02132900811542618,com_0.0846_0.4125_0.5029
C,0.005722616172317327,0.027888754818445362,-0.03260181703313927,com_0.0846_0.4125_0.5029
A,-0.0034193082182777754,0.00012805723569738608,0.00020175744130553064,com_0.0576_0.3659_0.5765
B,0.0013638855018842295,-0.02173274566243398,0.013657766501725697,com_0.0576_0.3659_0.5765
C,0.006433459614203937,0.040890359283537875,-0.034240495257589806,com_0.0576_0.3659_0.5765
A,-0.005795157022375315,0.000450592057743341,0.0005940568417571873,com_0.0894_0.3928_0.5178
B,0.0032375123584088084,-0.02545108476350893,0.01874549852639898,com_0.0894_0.3928_0.5178
C,0.007147313914669132,0.0313894674419554,-0.033554499620034525,com_0.0894_0.3928_0.5178
A,-0.0030709448743287014,9.989093524329432e-05,0.00015457957953207702,com_0.0521_0.3721_0.5758
B,0.0012719940528092381,-0.021951672516031043,0.014070408656046016,com_0.0521_0.3721_0.5758
C,0.0055877586730215196,0.039942315437676665,-0.033969852214459965,com_0.0521_0.3721_0.5758
A,-0.004157715807609229,0.00023475612153120787,0.00027823357798566206,com_0.0661_0.4274_0.5065
B,0.0029102468056621646,-0.026870545925028168,0.022291748552361754,com_0.0661_0.4274_0.5065
C,0.004145446787051428,0.026791254155071824,-0.03184704231014247,com_0.0661_0.4274_0.5065
A,-0.006060827409321078,0.0004971736477458293,0.0006492750052075891,com_0.0929_0.3934_0.5137
B,0.003441342310547508,-0.025675326743387857,0.01903849087575263,com_0.0929_0.3934_0.5137
C,0.0072859549312827045,0.030865302954911397,-0.03353023229539094,com_0.0929_0.3934_0.5137
A,-0.006010121273522873,0.0004885119230127362,0.0006381738792227559,com_0.0922_0.3936_0.5142
B,0.0034120323163916878,-0.025658767894250784,0.019029595428603593,com_0.0922_0.3936_0.5142
C,0.0072370460169721255,0.030896828140466168,-0.03351966384379133,com_0.0922_0.3936_0.5142
A,-0.037326449624744,0.06645670295647815,0.034047623319085826,com_0.5982_0.2657_0.1361
B,0.007002949460536589,-0.016581143644140886,0.0015937742279791608,com_0.5982_0.2657_0.1361
C,-0.004538937995307621,-0.0020162856004489315,-0.00849498257165863,com_0.5982_0.2657_0.1361
A,-0.03663371752476479,0.052407830464028436,0.024198009078069467,com_0.5432_0.3125_0.1443
B,0.011321934743642688,-0.021071786268251756,0.003006937903288707,com_0.5432_0.3125_0.1443
C,-0.004154244404390696,-0.002389529540413441,-0.00972937196896362,com_0.5432_0.3125_0.1443
A,-0.037928400062043635,0.06094535482747443,0.0458043083296999,com_0.5898_0.2342_0.176
B,0.005491664623455787,-0.015061282402019153,0.0016389554737094112,com_0.5898_0.2342_0.176
C,-0.0035366384218087146,-0.0014043911671142804,-0.011319511142681588,com_0.5898_0.2342_0.176
A,-0.037921958034771684,0.05148773272708694,0.04171502041275201,com_0.5544_0.2461_0.1994
B,0.006617591463801434,-0.01683498684634158,0.002380184780054863,com_0.5544_0.2461_0.1994
C,-0.002542037508846892,-0.0011285062861507607,-0.01363959496275983,com_0.5544_0.2461_0.1994
A,-0.037089805933400714,0.0526839994209226,0.0285501901261827,com_0.5442_0.2956_0.1602
B,0.010074112442323153,-0.020150290946950606,0.002965949978276714,com_0.5442_0.2956_0.1602
C,-0.003771090497707158,-0.0020487724001668622,-0.010919722199600366,com_0.5442_0.2956_0.1602
A,-0.036471128142186664,0.06282002949280541,0.022379305227237474,com_0.5891_0.303_0.1079
B,0.009336121536573719,-0.01875985684373567,0.0017107844040403792,com_0.5891_0.303_0.1079
C,-0.004947943025371035,-0.0025451009484909262,-0.006683100374130571,com_0.5891_0.303_0.1079
A,-0.03742872236979568,0.06476220982424037,0.03497618361147574,com_0.5924_0.2647_0.1429
B,0.007059428655476062,-0.016721467263957512,0.0017032943368919164,com_0.5924_0.2647_0.1429
C,-0.004385276511463122,-0.0019591440205365806,-0.009030777530745155,com_0.5924_0.2647_0.1429
A,-0.036701540398800185,0.06549247883893765,0.0251847896011986,com_0.5971_0.291_0.1119
B,0.00842456566722051,-0.017890177508865693,0.0015791550577835258,com_0.5971_0.291_0.1119
C,-0.0049224177173207775,-0.002399434077458228,-0.006879574028598148,com_0.5971_0.291_0.1119
A,-0.037342261939876366,0.05294089453394016,0.03145098524022038,com_0.5465_0.2845_0.169
B,0.00923374580355301,-0.019436498214414063,0.00285521157628134,com_0.5465_0.2845_0.169
C,-0.0035355845116469137,-0.0018402576190521408,-0.011546782953858241,com_0.5465_0.2845_0.169
A,-0.03743991993468647,0.06557215081231287,0.03562856253018241,com_0.5955_0.2621_0.1424
B,0.006861257612694023,-0.016479633291940965,0.0016409495508501303,com_0.5955_0.2621_0.1424
C,-0.004405962615900372,-0.0019393376996491556,-0.008954192259730038,com_0.5955_0.2621_0.1424
A,-0.03801353885490528,0.051325256060803265,0.04479363539445076,com_0.5599_0.235_0.2051
B,0.00590520130358025,-0.015956277766701332,0.0021632822108303973,com_0.5599_0.235_0.2051
C,-0.0023551792969996876,-0.0009885923849391205,-0.013925691626108572,com_0.5599_0.235_0.2051
A,-0.0368863953665477,0.05976732598212903,0.026283364951190463,com_0.5736_0.2962_0.1302
B,0.00935167477967315,-0.019045583537938792,0.0021234136687530124,com_0.5736_0.2962_0.1302
C,-0.004564738639602092,-0.0023569153403519214,-0.008375513119898674,com_0.5736_0.2962_0.1302
A,-0.03794170828985285,0.05942575573636807,0.044853559545608615,com_0.5839_0.2371_0.179
B,0.005720624985581534,-0.015409277767657121,0.0017536022073539135,com_0.5839_0.2371_0.179
C,-0.003418868927827827,-0.0013885062990495068,-0.011630663326802123,com_0.5839_0.2371_0.179
A,-0.037854935445173016,0.048649657258897146,0.04064630892070094,com_0.5436_0.2487_0.2078
B,0.006912977376721828,-0.017318285791425504,0.0026423409579251437,com_0.5436_0.2487_0.2078
C,-0.0021313269891788666,-0.0009750625507298043,-0.014469257008523884,com_0.5436_0.2487_0.2078
A,-0.03775075142324486,0.06412177257611687,0.04208255642733131,com_0.595_0.2445_0.1605
B,0.00594114413079444,-0.015511005410688063,0.001602068314710806,com_0.595_0.2445_0.1605
C,-0.003988113824004803,-0.0016386337430848077,-0.010179736687082233,com_0.595_0.2445_0.1605
A,-0.03664743717529864,0.05563623346730677,0.02391938935520222,com_0.5575_0.3094_0.133
B,0.010681117374273755,-0.020340192095035556,0.00254871043049131,com_0.5575_0.3094_0.133
C,-0.00444802785065436,-0.002468760379958395,-0.008744750388993826,com_0.5575_0.3094_0.133
A,-0.037857573694778913,0.053481437424703245,0.04001332181005696,com_0.558_0.2528_0.1892
B,0.006971169501401753,-0.017153442612373802,0.0023632283916821834,com_0.558_0.2528_0.1892
C,-0.0029432369114923557,-0.0013335943247455018,-0.01283372797159878,com_0.558_0.2528_0.1892
A,-0.03787247340471462,0.04766980782969962,0.04146882407696804,com_0.5422_0.2448_0.213
B,0.006688508877158834,-0.0170993374461607,0.0026270191629404038,com_0.5422_0.2448_0.213
C,-0.0018985770368221827,-0.0008572033062020541,-0.014875021500382652,com_0.5422_0.2448_0.213
A,-0.03705775767935884,0.0692314048001745,0.031125718560830185,com_0.6081_0.2704_0.1216
B,0.0070439058367319715,-0.01647607722238562,0.0014080058624625254,com_0.6081_0.2704_0.1216
C,-0.004815092161929227,-0.0021408157228953763,-0.0074074727329744555,com_0.6081_0.2704_0.1216
A,-0.03781933407432543,0.05279898361617483,0.03912828621807837,com_0.5544_0.2559_0.1897
B,0.007214637113172252,-0.01745808209344835,0.0024680980547352425,com_0.5544_0.2559_0.1897
C,-0.0029044083960998654,-0.0013407269440557923,-0.01293784058311614,com_0.5544_0.2559_0.1897
A,-0.03633529379293014,0.06249014574351862,0.021083206175322614,com_0.5893_0.3071_0.1036
B,0.009574869065588125,-0.018938425031458848,0.0016837326944807223,com_0.5893_0.3071_0.1036
C,-0.0049979182743510875,-0.0026049796401989983,-0.006389530941666807,com_0.5893_0.3071_0.1036
A,-0.037650815046090684,0.052777488151820866,0.03591774609156066,com_0.55_0.2677_0.1822
B,0.00803918466038913,-0.018327558562742728,0.002663192735787717,com_0.55_0.2677_0.1822
C,-0.003137177432685323,-0.0015271064663178735,-0.012472829192646872,com_0.55_0.2677_0.1822
A,-0.037274974707257075,0.055075454650581446,0.03051270472677311,com_0.5545_0.2867_0.1588
B,0.00920804730512944,-0.019271461154836644,0.002637469479878963,com_0.5545_0.2867_0.1588
C,-0.0038585614929246767,-0.0019949072673327364,-0.010676705404394776,com_0.5545_0.2867_0.1588
A,-0.037196590910551705,0.05400962586611693,0.029614848518994076,com_0.5499_0.2907_0.1594
B,0.00958893695117885,-0.019663254073280505,0.002779464053971758,com_0.5499_0.2907_0.1594
C,-0.003821311626167105,-0.002020062042366308,-0.01078186122727798,com_0.5499_0.2907_0.1594
A,-0.0369823384053227,0.06638494213522113,0.02883201382455996,com_0.5984_0.28_0.1216
B,0.007777642344622471,-0.017306568490435117,0.001580774637850349,com_0.5984_0.28_0.1216
C,-0.004788901739792122,-0.0022410550423658214,-0.0075165121306592555,com_0.5984_0.28_0.1216
A,-0.037956912503494776,0.05067307413864034,0.04286593024896302,com_0.5541_0.2415_0.2043
B,0.006349270365275113,-0.01654598387065786,0.0023413187319748317,com_0.5541_0.2415_0.2043
C,-0.00234629460646512,-0.001022784788148618,-0.013996762630884016,com_0.5541_0.2415_0.2043
A,-0.0369439383727529,0.05376877345765073,0.026913517132271296,com_0.5485_0.3009_0.1506
B,0.010336304261898445,-0.020264483479611562,0.0028379056864041054,com_0.5485_0.3009_0.1506
C,-0.004035546942955041,-0.002213577597865137,-0.010143220471419197,com_0.5485_0.3009_0.1506
A,-0.03758409086486328,0.05266524055007846,0.03484445490900111,com_0.5484_0.2718_0.1798
B,0.008333711938860726,-0.018624839483048845,0.00273235155645446,com_0.5484_0.2718_0.1798
C,-0.0032081359085294955,-0.0015897954416348586,-0.012322594044601587,com_0.5484_0.2718_0.1798
A,-0.03755004518971876,0.05511900994841298,0.03429717454202025,com_0.557_0.2731_0.1699
B,0.0082586632150718,-0.01841138631805423,0.00251966450435814,com_0.557_0.2731_0.1699
C,-0.003561291508420758,-0.0017461580517765564,-0.011456274902556952,com_0.557_0.2731_0.1699
A,-0.03613748976123373,0.06355702231002679,0.019386380186535455,com_0.596_0.3096_0.0944
B,0.009509353818536799,-0.018768821644419207,0.001506479461307872,com_0.596_0.3096_0.0944
C,-0.005109197171480562,-0.00265357696649466,-0.005724930141393914,com_0.596_0.3096_0.0944
A,-0.036683677262765724,0.056988590018749466,0.024181382543103175,com_0.5632_0.3067_0.1301
B,0.010328410850283722,-0.019977899236417216,0.002386732097330242,com_0.5632_0.3067_0.1301
C,-0.0045248403412931765,-0.0024642241767167047,-0.00847701661917529,com_0.5632_0.3067_0.1301
A,-0.03791767364209057,0.05145834618830043,0.04159953777919794,com_0.5541_0.2465_0.1993
B,0.006646015156602743,-0.016870145654090923,0.0023904031820757288,com_0.5541_0.2465_0.1993
C,-0.0025442665666946043,-0.001131982620156867,-0.013638025965875385,com_0.5541_0.2465_0.1993
A,-0.03780946505675252,0.051111117663057315,0.039046462634188636,com_0.5487_0.2559_0.1955
B,0.007297197389997949,-0.017633077138728845,0.002599860144668181,com_0.5487_0.2559_0.1955
C,-0.002655716274757816,-0.0012385377539610373,-0.013470832161463662,com_0.5487_0.2559_0.1955
A,-0.0368192429795095,0.055745610007955956,0.025529218921114753,com_0.5572_0.3037_0.1391
B,0.010297906742773713,-0.020069576308316336,0.0025706275579207086,com_0.5572_0.3037_0.1391
C,-0.004329053767838813,-0.0023596974815535098,-0.009191048537116163,com_0.5572_0.3037_0.1391
A,-0.03718186524282029,0.06302243762537646,0.030430108517018006,com_0.5854_0.2796_0.135
