compartments,abundance,growth_rate,reactions,metabolites,sample
C,0.5337066472255583,0.03326444626864593,1462,1193,com_0.069_0.3973_0.5337
medium,,,124,124,com_0.069_0.3973_0.5337
A,0.05297659157376897,0.0032026675796579303,1431,1166,com_0.053_0.403_0.544
B,0.402978135608568,0.02436840416395064,872,713,com_0.053_0.403_0.544
C,0.544045272817663,0.032901084083307205,1462,1193,com_0.053_0.403_0.544
medium,,,124,124,com_0.053_0.403_0.544
A,0.10819978858875738,0.007310906237911365,1431,1166,com_0.1082_0.4051_0.4867
B,0.4050511068131396,0.027371472260901492,872,713,com_0.1082_0.4051_0.4867
C,0.48674910459810306,0.032894556890169506,1462,1193,com_0.1082_0.4051_0.4867
medium,,,124,124,com_0.1082_0.4051_0.4867
A,0.05791598076197578,0.0035390444365904507,1431,1166,com_0.0579_0.4034_0.5387
B,0.4033681488466916,0.024654389907392014,872,713,com_0.0579_0.4034_0.5387
C,0.5387158703913326,0.03292926361325452,1462,1193,com_0.0579_0.4034_0.5387
medium,,,124,124,com_0.0579_0.4034_0.5387
A,0.12348324596693594,0.008464077738253731,1431,1166,com_0.1235_0.3773_0.4993
B,0.37725839319386023,0.02586098314234407,872,713,com_0.1235_0.3773_0.4993
C,0.49925836083920383,0.03422643736501003,1462,1193,com_0.1235_0.3773_0.4993
medium,,,124,124,com_0.1235_0.3773_0.4993
A,0.07985854396045625,0.004936632935519318,1431,1166,com_0.0799_0.3567_0.5634
B,0.35673197226056774,0.022055644757798726,872,713,com_0.0799_0.3567_0.5634
C,0.563409483778976,0.0348362857726193,1462,1193,com_0.0799_0.3567_0.5634
medium,,,124,124,com_0.0799_0.3567_0.5634
A,0.06517129274629906,0.003999765326881997,1431,1166,com_0.0652_0.3865_0.5484
B,0.3864573436333447,0.023723021232468892,872,713,com_0.0652_0.3865_0.5484
C,0.5483713636203563,0.03366454803326505,1462,1193,com_0.0652_0.3865_0.5484
medium,,,124,124,com_0.0652_0.3865_0.5484
A,0.05218614561364403,0.0031667695155424606,1431,1166,com_0.0522_0.4125_0.5354
B,0.41246038032306287,0.0250359003876261,872,713,com_0.0522_0.4125_0.5354
C,0.5353534740632931,0.03249759665036714,1462,1193,com_0.0522_0.4125_0.5354
