compartments,abundance,growth_rate,reactions,metabolites,sample
C,0.5027903275038565,0.015961362246506905,1462,1193,com_0.3916_0.1056_0.5028
medium,,,124,124,com_0.3916_0.1056_0.5028
A,0.21546904766112676,0.013514318229375419,1431,1166,com_0.2155_0.3973_0.3872
B,0.39729195852766047,0.002338285643025104,872,713,com_0.2155_0.3973_0.3872
C,0.3872389938112127,0.024291222405437386,1462,1193,com_0.2155_0.3973_0.3872
medium,,,124,124,com_0.2155_0.3973_0.3872
A,0.1072197840899955,0.003738190561834677,1431,1166,com_0.1072_0.3082_0.5846
B,0.30821814981137763,0.003014922438298275,872,713,com_0.1072_0.3082_0.5846
C,0.5845620660986269,0.020386793421376025,1462,1193,com_0.1072_0.3082_0.5846
medium,,,124,124,com_0.1072_0.3082_0.5846
A,0.3338526761797718,0.020862216140195494,1431,1166,com_0.3339_0.3735_0.2927
B,0.3734872893053148,0.0024882319962591304,872,713,com_0.3339_0.3735_0.2927
C,0.29266003451491346,0.01829145609208102,1462,1193,com_0.3339_0.3735_0.2927
medium,,,124,124,com_0.3339_0.3735_0.2927
A,0.3317366201295009,0.009040894211693755,1431,1166,com_0.3317_0.0578_0.6104
B,0.05782171954785648,0.0015750028889100084,872,713,com_0.3317_0.0578_0.6104
C,0.6104416603226426,0.016639006608329315,1462,1193,com_0.3317_0.0578_0.6104
medium,,,124,124,com_0.3317_0.0578_0.6104
A,0.4769877606586913,0.025454855448160438,1431,1166,com_0.477_0.4656_0.0574
B,0.46561949542391345,0.001997355491826446,872,713,com_0.477_0.4656_0.0574
C,0.05739274391739524,0.0030616770699137567,1462,1193,com_0.477_0.4656_0.0574
medium,,,124,124,com_0.477_0.4656_0.0574
A,0.5098607061482506,0.02380290857987799,1431,1166,com_0.5099_0.4788_0.0113
B,0.47883654562249,0.0019130100784048802,872,713,com_0.5099_0.4788_0.0113
C,0.011302748229259458,0.000933749547074957,1462,1193,com_0.5099_0.4788_0.0113
medium,,,124,124,com_0.5099_0.4788_0.0113
A,0.5100720314499281,0.021463135014738063,1431,1166,com_0.5101_0.3094_0.1805
B,0.30943765312717564,0.0030026118003403206,872,713,com_0.5101_0.3094_0.1805
C,0.18049031542289623,0.007593437099227083,1462,1193,com_0.5101_0.3094_0.1805
medium,,,124,124,com_0.5101_0.3094_0.1805
A,0.4801703912057211,0.025007122696804645,1431,1166,com_0.4802_0.4426_0.0772
B,0.4425924107617301,0.0020992977474446725,872,713,com_0.4802_0.4426_0.0772
C,0.0772371980325488,0.004021310364103921,1462,1193,com_0.4802_0.4426_0.0772
medium,,,124,124,com_0.4802_0.4426_0.0772
A,0.3994929456170331,0.025653716514585895,1431,1166,com_0.3995_0.4208_0.1797
B,0.42082482257455234,0.0022004026490865655,872,713,com_0.3995_0.4208_0.1797
C,0.17968223180841458,0.011536728103160249,1462,1193,com_0.3995_0.4208_0.1797
medium,,,124,124,com_0.3995_0.4208_0.1797
A,0.007386469265751814,0.00024896341348167153,1431,1166,com_0.0074_0.3893_0.6033
B,0.38934416314632175,0.0023870242135141722,872,713,com_0.0074_0.3893_0.6033
C,0.6032693675879265,0.020415747327054246,1462,1193,com_0.0074_0.3893_0.6033
medium,,,124,124,com_0.0074_0.3893_0.6033
A,0.5323974716635993,0.020257529679577183,1431,1166,com_0.5324_0.2669_0.2007
B,0.2668550783476156,0.0034821771662643048,872,713,com_0.5324_0.2669_0.2007
C,0.2007474499887851,0.007637026722584523,1462,1193,com_0.5324_0.2669_0.2007
medium,,,124,124,com_0.5324_0.2669_0.2007
A,0.5610469851636845,0.020752084182192387,1431,1166,com_0.561_0.3038_0.1351
B,0.3038177867543072,0.0030584613961613266,872,713,com_0.561_0.3038_0.1351
C,0.13513522808200848,0.004997206541157845,1462,1193,com_0.561_0.3038_0.1351
medium,,,124,124,com_0.561_0.3038_0.1351
A,0.3493727980447171,0.019862130177424095,1431,1166,com_0.3494_0.343_0.3076
B,0.34304884787382034,0.002707495440852283,872,713,com_0.3494_0.343_0.3076
C,0.3075783540814626,0.017489256399027445,1462,1193,com_0.3494_0.343_0.3076
medium,,,124,124,com_0.3494_0.343_0.3076
A,0.6357091636936333,0.017875747924429926,1431,1166,com_0.6357_0.1641_0.2001
B,0.16414250647293446,0.004614432234669582,872,713,com_0.6357_0.1641_0.2001
C,0.20014832983343223,0.0056268600829386325,1462,1193,com_0.6357_0.1641_0.2001
medium,,,124,124,com_0.6357_0.1641_0.2001
A,0.4383436117984589,0.019010695561539663,1431,1166,com_0.4383_0.2585_0.3031
B,0.25851104152562626,0.0035946151424963574,872,713,com_0.4383_0.2585_0.3031
C,0.3031453466759148,0.013145322097985126,1462,1193,com_0.4383_0.2585_0.3031
medium,,,124,124,com_0.4383_0.2585_0.3031
A,0.02766080807425058,0.0008782492663769404,1431,1166,com_0.0277_0.3505_0.6219
B,0.35045910038752326,0.002652665109714531,872,713,com_0.0277_0.3505_0.6219
C,0.6218800915382262,0.019768222747582206,1462,1193,com_0.0277_0.3505_0.6219
medium,,,124,124,com_0.0277_0.3505_0.6219
A,0.19098089956306086,0.04937196703289491,1431,1166,com_0.191_0.7033_0.1057
B,0.7033033704810719,0.0013212006330243376,872,713,com_0.191_0.7033_0.1057
C,0.1057157299558672,0.027328954262120432,1462,1193,com_0.191_0.7033_0.1057
medium,,,124,124,com_0.191_0.7033_0.1057
A,0.16748539587656747,0.00491678738937605,1431,1166,com_0.1675_0.2066_0.6259
B,0.20656670501064242,0.004476976976839314,872,713,com_0.1675_0.2066_0.6259
C,0.6259478991127901,0.018370735704368184,1462,1193,com_0.1675_0.2066_0.6259
medium,,,124,124,com_0.1675_0.2066_0.6259
A,0.35214582170512726,0.01749217161883308,1431,1166,com_0.3521_0.2958_0.3521
B,0.29577627176237603,0.003141496582637478,872,713,com_0.3521_0.2958_0.3521
C,0.3520779065324967,0.01749167577621791,1462,1193,com_0.3521_0.2958_0.3521
medium,,,124,124,com_0.3521_0.2958_0.3521
A,0.618909755425649,0.017361814724086575,1431,1166,com_0.6189_0.0995_0.2816
B,0.09945981709497985,0.002788969832030669,872,713,com_0.6189_0.0995_0.2816
C,0.2816304274793712,0.007899078839204491,1462,1193,com_0.6189_0.0995_0.2816
medium,,,124,124,com_0.6189_0.0995_0.2816
A,0.40364421147215673,0.025674068890243602,1431,1166,com_0.4036_0.421_0.1753
B,0.42101583842860196,0.002206590062643665,872,713,com_0.4036_0.421_0.1753
C,0.1753399500992413,0.01115096260281088,1462,1193,com_0.4036_0.421_0.1753
medium,,,124,124,com_0.4036_0.421_0.1753
A,0.3930038473795892,0.024694504048670362,1431,1166,com_0.393_0.403_0.2039
B,0.4030478314834743,0.0023052245553435353,872,713,com_0.393_0.403_0.2039
C,0.20394832113693662,0.012813329431812053,1462,1193,com_0.393_0.403_0.2039
medium,,,124,124,com_0.393_0.403_0.2039
A,0.5316225099864308,0.02195285535300433,1431,1166,com_0.5316_0.3431_0.1252
B,0.3431335773086165,0.002707946908681936,872,713,com_0.5316_0.3431_0.1252
C,0.12524391270495283,0.005170617046725143,1462,1193,com_0.5316_0.3431_0.1252
medium,,,124,124,com_0.5316_0.3431_0.1252
A,0.003164180396632055,0.0001369599635723563,1431,1166,com_0.0032_0.4654_0.5315
B,0.4653595216329453,0.001996727353444905,872,713,com_0.0032_0.4654_0.5315
C,0.5314762979704227,0.02317334047633393,1462,1193,com_0.0032_0.4654_0.5315
medium,,,124,124,com_0.0032_0.4654_0.5315
A,0.2625435719159059,0.01430710722962439,1431,1166,com_0.2625_0.3411_0.3964
B,0.34110272423087473,0.0027238582806609337,872,713,com_0.2625_0.3411_0.3964
C,0.3963537038532194,0.021602052119645533,1462,1193,com_0.2625_0.3411_0.3964
medium,,,124,124,com_0.2625_0.3411_0.3964
A,0.45568891007068096,0.02516161532927496,1431,1166,com_0.4557_0.4201_0.1242
B,0.4200617257075415,0.002212234735599104,872,713,com_0.4557_0.4201_0.1242
C,0.1242493642217774,0.0068593001149291856,1462,1193,com_0.4557_0.4201_0.1242
medium,,,124,124,com_0.4557_0.4201_0.1242
A,0.20264306917298247,0.02322138251446464,1431,1166,com_0.2026_0.5396_0.2577
B,0.5396271477675885,0.0017232597618760856,872,713,com_0.2026_0.5396_0.2577
C,0.2577297830594291,0.02953418041350346,1462,1193,com_0.2026_0.5396_0.2577
medium,,,124,124,com_0.2026_0.5396_0.2577
A,0.47705355841149866,0.018670984845085573,1431,1166,com_0.4771_0.2277_0.2953
B,0.22767353288506031,0.004078419362323371,872,713,com_0.4771_0.2277_0.2953
C,0.295272908703441,0.011554734211621346,1462,1193,com_0.4771_0.2277_0.2953
medium,,,124,124,com_0.4771_0.2277_0.2953
A,0.13145091541279225,0.020985543591257757,1431,1166,com_0.1315_0.6239_0.2447
B,0.6238568875967871,0.0014906813143951397,872,713,com_0.1315_0.6239_0.2447
C,0.24469219699042058,0.039064863044342854,1462,1193,com_0.1315_0.6239_0.2447
medium,,,124,124,com_0.1315_0.6239_0.2447
A,0.610866274269135,0.01889982577506987,1431,1166,com_0.6109_0.2311_0.1581
B,0.2310599198861232,0.00402161581944285,872,713,com_0.6109_0.2311_0.1581
C,0.1580738058447418,0.004889535608263235,1462,1193,com_0.6109_0.2311_0.1581
medium,,,124,124,com_0.6109_0.2311_0.1581
A,0.10439374744874158,0.002810949442603106,1431,1166,com_0.1044_0.2275_0.6681
B,0.22746461924350703,0.00408429431145785,872,713,com_0.1044_0.2275_0.6681
C,0.6681416333077513,0.017997576094816576,1462,1193,com_0.1044_0.2275_0.6681
medium,,,124,124,com_0.1044_0.2275_0.6681
A,0.4702001955895508,0.024031814753842723,1431,1166,com_0.4702_0.3886_0.1412
B,0.38860755497009836,0.0023904535810239046,872,713,com_0.4702_0.3886_0.1412
C,0.14119224944035083,0.0072149538604113165,1462,1193,com_0.4702_0.3886_0.1412
medium,,,124,124,com_0.4702_0.3886_0.1412
A,0.20342126725706652,0.009987422880400953,1431,1166,com_0.2034_0.3389_0.4577
B,0.3388867242961701,0.0027418643557035197,872,713,com_0.2034_0.3389_0.4577
C,0.45769200844676333,0.022474878401801283,1462,1193,com_0.2034_0.3389_0.4577
medium,,,124,124,com_0.2034_0.3389_0.4577
A,0.28388696192388946,0.011936321852420582,1431,1166,com_0.2839_0.2553_0.4608
B,0.25530149949395736,0.0036395393287684407,872,713,com_0.2839_0.2553_0.4608
C,0.4608115385821531,0.01937812129511263,1462,1193,com_0.2839_0.2553_0.4608
medium,,,124,124,com_0.2839_0.2553_0.4608
A,0.558229310788318,0.01675842107311356,1431,1166,com_0.5582_0.0942_0.3476
B,0.09420359953310697,0.002826918152804597,872,713,com_0.5582_0.0942_0.3476
C,0.347567089678575,0.010432691356235589,1462,1193,com_0.5582_0.0942_0.3476
medium,,,124,124,com_0.5582_0.0942_0.3476
A,0.29677608098803654,0.010165290586021806,1431,1166,com_0.2968_0.1821_0.5211
B,0.18211201322814352,0.005094049975766546,872,713,com_0.2968_0.1821_0.5211
C,0.5211119057838199,0.01785202944339664,1462,1193,com_0.2968_0.1821_0.5211
medium,,,124,124,com_0.2968_0.1821_0.5211
A,0.6081433710453259,0.017531067895237454,1431,1166,com_0.6081_0.1155_0.2764
B,0.11546611894850173,0.0033274379169505723,872,713,com_0.6081_0.1155_0.2764
C,0.27639051000617243,0.00796626054193848,1462,1193,com_0.6081_0.1155_0.2764
medium,,,124,124,com_0.6081_0.1155_0.2764
A,0.1584872231470128,0.012388819016379364,1431,1166,com_0.1585_0.4776_0.3639
B,0.4775751633024025,0.001945028490800842,872,713,com_0.1585_0.4776_0.3639
C,0.36393761355058485,0.028452791565222544,1462,1193,com_0.1585_0.4776_0.3639
medium,,,124,124,com_0.1585_0.4776_0.3639
A,0.415263825081519,0.02027084411203351,1431,1166,com_0.4153_0.302_0.2827
B,0.3020431892748077,0.0030763906033415443,872,713,com_0.4153_0.302_0.2827
C,0.2826929856436733,0.013797501138557242,1462,1193,com_0.4153_0.302_0.2827
medium,,,124,124,com_0.4153_0.302_0.2827
A,0.10016851132041427,0.002372610891890956,1431,1166,com_0.1002_0.1814_0.7184
B,0.18142937022205005,0.00429818268314976,872,713,com_0.1002_0.1814_0.7184
C,0.7184021184575357,0.017023795019275628,1462,1193,com_0.1002_0.1814_0.7184
medium,,,124,124,com_0.1002_0.1814_0.7184
A,0.1354191905943251,0.008702737675995888,1431,1166,com_0.1354_0.4483_0.4163
B,0.4482696718584732,0.0020721842726333997,872,713,com_0.1354_0.4483_0.4163
C,0.4163111375472017,0.026758815278980063,1462,1193,com_0.1354_0.4483_0.4163
medium,,,124,124,com_0.1354_0.4483_0.4163
A,0.5499583969098913,0.022301216142340267,1431,1166,com_0.55_0.415_0.0351
B,0.4149646316352969,0.0022386035778645596,872,713,com_0.55_0.415_0.0351
C,0.035076971454811826,0.0014457451621732631,1462,1193,com_0.55_0.415_0.0351
medium,,,124,124,com_0.55_0.415_0.0351
A,0.02748624883286757,0.000920159324816906,1431,1166,com_0.0275_0.3669_0.6056
B,0.36689247147808696,0.0025340868480852176,872,713,com_0.0275_0.3669_0.6056
C,0.6056212796890456,0.02029713813180363,1462,1193,com_0.0275_0.3669_0.6056
medium,,,124,124,com_0.0275_0.3669_0.6056
A,0.24979957154915433,0.04343339021422582,1431,1166,com_0.2498_0.6583_0.0919
B,0.6582861483947569,0.0014110947536289573,872,713,com_0.2498_0.6583_0.0919
C,0.0919142800560887,0.015980775635052857,1462,1193,com_0.2498_0.6583_0.0919
medium,,,124,124,com_0.2498_0.6583_0.0919
A,0.3520723492002726,0.02040037479921968,1431,1166,com_0.3521_0.3502_0.2977
B,0.3502364699688858,0.002652664129656482,872,713,com_0.3521_0.3502_0.2977
C,0.2976911808308417,0.017252577885951196,1462,1193,com_0.3521_0.3502_0.2977
medium,,,124,124,com_0.3521_0.3502_0.2977
A,0.40370311192876046,0.0278285960403892,1431,1166,com_0.4037_0.4709_0.1254
B,0.4708818077956461,0.0019725822125186043,872,713,com_0.4037_0.4709_0.1254
C,0.12541508027559345,0.008643808873858677,1462,1193,com_0.4037_0.4709_0.1254
medium,,,124,124,com_0.4037_0.4709_0.1254
A,0.2958724742592759,0.016714386340698394,1431,1166,com_0.2959_0.3429_0.3612
B,0.34288849875031446,0.0027098018026690887,872,713,com_0.2959_0.3429_0.3612
C,0.3612390269904097,0.020410090324945434,1462,1193,com_0.2959_0.3429_0.3612
medium,,,124,124,com_0.2959_0.3429_0.3612
A,0.3332629839108936,0.01746733802259594,1431,1166,com_0.3333_0.3147_0.3521
B,0.3146863532204501,0.002952458273649447,872,713,com_0.3333_0.3147_0.3521
C,0.3520506628686563,0.018454992567555607,1462,1193,com_0.3333_0.3147_0.3521
medium,,,124,124,com_0.3333_0.3147_0.3521
A,0.06407289098519024,0.011608820168790368,1431,1166,com_0.0641_0.6832_0.2527
B,0.6831877178532176,0.0013605169164332903,872,713,com_0.0641_0.6832_0.2527
C,0.2527393911615921,0.045794637371730756,1462,1193,com_0.0641_0.6832_0.2527
medium,,,124,124,com_0.0641_0.6832_0.2527
A,0.07738687073659789,0.00315121542840487,1431,1166,com_0.0774_0.3782_0.5444
B,0.3781708261080177,0.0024566786092862585,872,713,com_0.0774_0.3782_0.5444
C,0.5444423031553844,0.02217774212988393,1462,1193,com_0.0774_0.3782_0.5444
medium,,,124,124,com_0.0774_0.3782_0.5444
A,0.4374744855985435,0.020739799510708774,1431,1166,com_0.4375_0.3009_0.2616
B,0.30087803052737894,0.0030883525486845027,872,713,com_0.4375_0.3009_0.2616
C,0.26164748387407755,0.012402402197863626,1462,1193,com_0.4375_0.3009_0.2616
medium,,,124,124,com_0.4375_0.3009_0.2616
A,0.5711584334231732,0.018637913136557084,1431,1166,com_0.5712_0.2024_0.2264
B,0.20239248865217083,0.004590939962753866,872,713,com_0.5712_0.2024_0.2264
C,0.22644907792465596,0.007388128341386188,1462,1193,com_0.5712_0.2024_0.2264
medium,,,124,124,com_0.5712_0.2024_0.2264
A,0.2003343229682236,0.0117088911528459,1431,1166,com_0.2003_0.3866_0.4131
B,0.38661302424940136,0.0024016691736278017,872,713,com_0.2003_0.3866_0.4131
C,0.41305265278237496,0.02414510221084857,1462,1193,com_0.2003_0.3866_0.4131
medium,,,124,124,com_0.2003_0.3866_0.4131
A,0.672250901632269,0.017597200657603538,1431,1166,com_0.6723_0.1487_0.1791
B,0.14866703822618157,0.0038904760614542878,872,713,com_0.6723_0.1487_0.1791
C,0.1790820601415496,0.004686613063953283,1462,1193,com_0.6723_0.1487_0.1791
medium,,,124,124,com_0.6723_0.1487_0.1791
A,0.3372693996898026,0.032041330758164066,1431,1166,com_0.3373_0.6613_0.0015
B,0.6612508632398002,0.0012333478962040015,872,713,com_0.3373_0.6613_0.0015
C,0.0014797370703972426,0.000633433732255375,1462,1193,com_0.3373_0.6613_0.0015
medium,,,124,124,com_0.3373_0.6613_0.0015
A,0.0678662301013574,0.0021096111704557866,1431,1166,com_0.0679_0.3065_0.6257
B,0.30645599769338155,0.0030321277743878337,872,713,com_0.0679_0.3065_0.6257
C,0.625677772205261,0.01945893449568988,1462,1193,com_0.0679_0.3065_0.6257
medium,,,124,124,com_0.0679_0.3065_0.6257
A,0.4243664489307042,0.021571326844485532,1431,1166,com_0.4244_0.3261_0.2495
B,0.3261231856538737,0.002849095224699269,872,713,com_0.4244_0.3261_0.2495
C,0.24951036541542207,0.012681254732431212,1462,1193,com_0.4244_0.3261_0.2495
medium,,,124,124,com_0.4244_0.3261_0.2495
A,0.37865090809156177,0.012970895395236255,1431,1166,com_0.3787_0.1521_0.4692
B,0.1521202950293787,0.005210366225371883,872,713,com_0.3787_0.1521_0.4692
C,0.46922879687905955,0.016076089461483242,1462,1193,com_0.3787_0.1521_0.4692
medium,,,124,124,com_0.3787_0.1521_0.4692
A,0.3810225730167307,0.018599947421444656,1431,1166,com_0.381_0.2916_0.3273
B,0.29163528941004047,0.0031843896085105923,872,713,com_0.381_0.2916_0.3273
C,0.3273421375732289,0.01598244489205739,1462,1193,com_0.381_0.2916_0.3273
medium,,,124,124,com_0.381_0.2916_0.3273
A,0.0318937997738003,0.002710029470604941,1431,1166,com_0.0319_0.5888_0.3793
B,0.5887667949532103,0.0015774043394375156,872,713,com_0.0319_0.5888_0.3793
C,0.37933940527298954,0.032246192405838765,1462,1193,com_0.0319_0.5888_0.3793
medium,,,124,124,com_0.0319_0.5888_0.3793
A,0.32997963233110517,0.013555795376297475,1431,1166,com_0.33_0.2331_0.437
B,0.23305392833741806,0.003986977165148823,872,713,com_0.33_0.2331_0.437
C,0.4369664393314769,0.01795353169793423,1462,1193,com_0.33_0.2331_0.437
medium,,,124,124,com_0.33_0.2331_0.437
A,0.27908174062473556,0.013104530977808473,1431,1166,com_0.2791_0.2915_0.4294
B,0.29147425018629025,0.003188006426972766,872,713,com_0.2791_0.2915_0.4294
C,0.4294440091889742,0.020167823046805932,1462,1193,com_0.2791_0.2915_0.4294
medium,,,124,124,com_0.2791_0.2915_0.4294
A,0.296259894143278,0.03581412557015383,1431,1166,com_0.2963_0.5849_0.1189
B,0.5848845585062727,0.0015892510000812088,872,713,com_0.2963_0.5849_0.1189
C,0.1188555473504492,0.014366939553615305,1462,1193,com_0.2963_0.5849_0.1189
medium,,,124,124,com_0.2963_0.5849_0.1189
A,0.4784353663418211,0.013945511992087444,1431,1166,com_0.4784_0.0492_0.4724
B,0.04919675674884174,0.0014330979229551775,872,713,com_0.4784_0.0492_0.4724
C,0.4723678769093372,0.013770788178596777,1462,1193,com_0.4784_0.0492_0.4724
medium,,,124,124,com_0.4784_0.0492_0.4724
A,0.27500697465521406,0.017772459319251997,1431,1166,com_0.275_0.3859_0.3391
B,0.3859262598567431,0.0024072325343277847,872,713,com_0.275_0.3859_0.3391
C,0.3390667654880429,0.021915575698877702,1462,1193,com_0.275_0.3859_0.3391
medium,,,124,124,com_0.275_0.3859_0.3391
A,0.37445556551656256,0.014229252467328528,1431,1166,com_0.3745_0.1967_0.4289
B,0.196687372182093,0.00472445229075319,872,713,com_0.3745_0.1967_0.4289
C,0.4288570623013445,0.016299008721144426,1462,1193,com_0.3745_0.1967_0.4289
medium,,,124,124,com_0.3745_0.1967_0.4289
A,0.6806028313312666,0.01774464663994275,1431,1166,com_0.6806_0.2227_0.0967
B,0.22266836642782178,0.004160956333166464,872,713,com_0.6806_0.2227_0.0967
C,0.0967288022409116,0.0025208395523256097,1462,1193,com_0.6806_0.2227_0.0967
medium,,,124,124,com_0.6806_0.2227_0.0967
A,0.10177566977964177,0.003878953875417341,1431,1166,com_0.1018_0.339_0.5592
B,0.33897459710255534,0.002740423898693804,872,713,com_0.1018_0.339_0.5592
C,0.5592497331178029,0.021320869662323647,1462,1193,com_0.1018_0.339_0.5592
medium,,,124,124,com_0.1018_0.339_0.5592
A,0.36965511054175143,0.03320442093874213,1431,1166,com_0.3697_0.6106_0.0197
B,0.6105964836955413,0.0015212652804457855,872,713,com_0.3697_0.6106_0.0197
C,0.01974840576270728,0.0017770267456258299,1462,1193,com_0.3697_0.6106_0.0197
medium,,,124,124,com_0.3697_0.6106_0.0197
A,0.2025992193045501,0.01776301763920748,1431,1166,com_0.2026_0.4821_0.3153
B,0.482053760575998,0.0019264472035654759,872,713,com_0.2026_0.4821_0.3153
C,0.31534702011945187,0.02765202365146412,1462,1193,com_0.2026_0.4821_0.3153
medium,,,124,124,com_0.2026_0.4821_0.3153
A,0.4746657904146452,0.013467225864183335,1431,1166,com_0.4747_0.0351_0.4902
B,0.035084896270051395,0.0009945031875858079,872,713,com_0.4747_0.0351_0.4902
C,0.49024931331530347,0.013911461471258393,1462,1193,com_0.4747_0.0351_0.4902
medium,,,124,124,com_0.4747_0.0351_0.4902
A,0.5541487989284861,0.016892455204137888,1431,1166,com_0.5541_0.1043_0.3415
B,0.10434412773928194,0.0031796295719995348,872,713,com_0.5541_0.1043_0.3415
C,0.34150707333223196,0.010408857459229598,1462,1193,com_0.5541_0.1043_0.3415
medium,,,124,124,com_0.5541_0.1043_0.3415
A,0.5992724612664957,0.02044974826523275,1431,1166,com_0.5993_0.3592_0.0415
B,0.3591792466097704,0.002586475293869717,872,713,com_0.5993_0.3592_0.0415
C,0.04154829212373388,0.0014749408778102096,1462,1193,com_0.5993_0.3592_0.0415
medium,,,124,124,com_0.5993_0.3592_0.0415
A,0.348384859008439,0.018600989800605754,1431,1166,com_0.3484_0.321_0.3306
B,0.3209751122039277,0.0028947285744359143,872,713,com_0.3484_0.321_0.3306
C,0.33064002878763327,0.017656570099892875,1462,1193,com_0.3484_0.321_0.3306
medium,,,124,124,com_0.3484_0.321_0.3306
A,0.1782635442946933,0.004727367547790768,1431,1166,com_0.1783_0.1559_0.6659
B,0.15588299500404967,0.004133732630545158,872,713,com_0.1783_0.1559_0.6659
C,0.6658534607012571,0.01766201223108065,1462,1193,com_0.1783_0.1559_0.6659
medium,,,124,124,com_0.1783_0.1559_0.6659
A,0.5186479821014985,0.019344084026355717,1431,1166,com_0.5186_0.2338_0.2476
B,0.23379508701638285,0.00397469491200106,872,713,com_0.5186_0.2338_0.2476
C,0.24755693088211855,0.009231709196543304,1462,1193,com_0.5186_0.2338_0.2476
medium,,,124,124,com_0.5186_0.2338_0.2476
A,0.4341082707755226,0.025684614176974985,1431,1166,com_0.4341_0.5631_0.0027
B,0.5631490776458644,0.0014932183505769975,872,713,com_0.4341_0.5631_0.0027
C,0.0027426515786130104,0.000661714127058331,1462,1193,com_0.4341_0.5631_0.0027
medium,,,124,124,com_0.4341_0.5631_0.0027
A,0.4721313234714569,0.019181039722752726,1431,1166,com_0.4721_0.2445_0.2834
B,0.2444779826151461,0.0038007158555256565,872,713,com_0.4721_0.2445_0.2834
C,0.283390693913397,0.011511481991652776,1462,1193,com_0.4721_0.2445_0.2834
medium,,,124,124,com_0.4721_0.2445_0.2834
A,0.5339211922336091,0.02186845004764456,1431,1166,com_0.5339_0.3409_0.1252
B,0.3408533795841649,0.00272624065976263,872,713,com_0.5339_0.3409_0.1252
C,0.125225428182226,0.005127797359704908,1462,1193,com_0.5339_0.3409_0.1252
medium,,,124,124,com_0.5339_0.3409_0.1252
A,0.1646835316329159,0.006166564614169051,1431,1166,com_0.1647_0.286_0.5494
B,0.28596477204409865,0.00324925907702514,872,713,com_0.1647_0.286_0.5494
C,0.5493516963229854,0.020574620392766887,1462,1193,com_0.1647_0.286_0.5494
medium,,,124,124,com_0.1647_0.286_0.5494
A,0.5660199765893513,0.016680566719326915,1431,1166,com_0.566_0.0847_0.3493
B,0.08471029536080286,0.002495287871988371,872,713,com_0.566_0.0847_0.3493
C,0.34926972804984585,0.010291465417342308,1462,1193,com_0.566_0.0847_0.3493
medium,,,124,124,com_0.566_0.0847_0.3493
A,0.3777116614014653,0.02873747759797924,1431,1166,com_0.3777_0.4836_0.1387
B,0.48358404173277325,0.0019216128040362422,872,713,com_0.3777_0.4836_0.1387
C,0.13870429686576147,0.010552421394189566,1462,1193,com_0.3777_0.4836_0.1387
medium,,,124,124,com_0.3777_0.4836_0.1387
A,0.3791875750635527,0.028638693305892624,1431,1166,com_0.3792_0.4818_0.139
B,0.48184246571774997,0.0019291125952465213,872,713,com_0.3792_0.4818_0.139
C,0.13896995921869734,0.010494662696754427,1462,1193,com_0.3792_0.4818_0.139
medium,,,124,124,com_0.3792_0.4818_0.139
A,0.29114473649893186,0.013381505013251999,1431,1166,com_0.2911_0.2808_0.428
B,0.28081522405763404,0.003308996125927167,872,713,com_0.2911_0.2808_0.428
C,0.42804003944343405,0.01967628228339505,1462,1193,com_0.2911_0.2808_0.428
medium,,,124,124,com_0.2911_0.2808_0.428
A,0.3968581084307443,0.018451888825360915,1431,1166,com_0.3969_0.2754_0.3278
B,0.27539179208170556,0.0033740257789109307,872,713,com_0.3969_0.2754_0.3278
C,0.3277500994875502,0.01524163437322142,1462,1193,com_0.3969_0.2754_0.3278
medium,,,124,124,com_0.3969_0.2754_0.3278
A,0.3124963413983896,0.030797764696361345,1431,1166,com_0.3125_0.5222_0.1653
B,0.5221731784048917,0.0017801151188579047,872,713,com_0.3125_0.5222_0.1653
C,0.16533048019671856,0.01629276537840803,1462,1193,com_0.3125_0.5222_0.1653
medium,,,124,124,com_0.3125_0.5222_0.1653
A,0.3143354768204287,0.03769773796704916,1431,1166,com_0.3143_0.6232_0.0625
B,0.6231818608210307,0.001491584444246372,872,713,com_0.3143_0.6232_0.0625
C,0.062482662358540636,0.007492367611000881,1462,1193,com_0.3143_0.6232_0.0625
medium,,,124,124,com_0.3143_0.6232_0.0625
A,0.43712389183454725,0.017070998527888154,1431,1166,com_0.4371_0.2102_0.3527
B,0.2102179853706635,0.00441951074305592,872,713,com_0.4371_0.2102_0.3527
C,0.3526581227947893,0.013770293696796181,1462,1193,com_0.4371_0.2102_0.3527
medium,,,124,124,com_0.4371_0.2102_0.3527
A,0.20373520094468803,0.012790150973452154,1431,1166,com_0.2037_0.403_0.3933
B,0.40295937232045825,0.0023056945217827776,872,713,com_0.2037_0.403_0.3933
C,0.39330542673485375,0.0246945554981192,1462,1193,com_0.2037_0.403_0.3933
medium,,,124,124,com_0.2037_0.403_0.3933
A,0.13110587672022073,0.003070220009372755,1431,1166,com_0.1311_0.1422_0.7267
B,0.14218468493946962,0.0033297465704267486,872,713,com_0.1311_0.1422_0.7267
C,0.7267094383403097,0.01702392232503596,1462,1193,com_0.1311_0.1422_0.7267
medium,,,124,124,com_0.1311_0.1422_0.7267
A,0.1464780862892236,0.009361381966604111,1431,1166,com_0.1465_0.4397_0.4138
B,0.439685229299182,0.0021132440257579065,872,713,com_0.1465_0.4397_0.4138
C,0.4138366844115943,0.026452484269803938,1462,1193,com_0.1465_0.4397_0.4138
medium,,,124,124,com_0.1465_0.4397_0.4138
