compartments,abundance,growth_rate,reactions,metabolites,sample
A,0.008881706416528115,0.0007383169787306514,1431,1166,com_0.0089_0.6066_0.3846
B,0.6065548396611915,0.0015330434724304246,872,713,com_0.0089_0.6066_0.3846
C,0.3845634539222804,0.03201285849300368,1462,1193,com_0.0089_0.6066_0.3846
medium,,,124,124,com_0.0089_0.6066_0.3846
A,0.11202841768524824,0.1010543787035682,1431,1166,com_0.112_0.8548_0.0332
B,0.8547795917674802,0.0010873168842658973,872,713,com_0.112_0.8548_0.0332
C,0.03319199054727159,0.029939877895205923,1462,1193,com_0.112_0.8548_0.0332
medium,,,124,124,com_0.112_0.8548_0.0332
A,0.34018203873615743,0.018411987048319915,1431,1166,com_0.3402_0.3254_0.3344
B,0.32537635766065665,0.0028556094711009714,872,713,com_0.3402_0.3254_0.3344
C,0.3344416036031859,0.018104304964008246,1462,1193,com_0.3402_0.3254_0.3344
medium,,,124,124,com_0.3402_0.3254_0.3344
A,0.2780134942471479,0.017963268672661546,1512,1217,com_0.278_0.3907_0.3312
B,0.3907466484503317,0.00297629861528676,872,713,com_0.278_0.3907_0.3312
C,0.3312398573025204,0.02140563077594241,1462,1193,com_0.278_0.3907_0.3312
medium,,,126,126,com_0.278_0.3907_0.3312
A,0.17476513894262535,0.00982231051395937,1512,1217,com_0.1748_0.3958_0.4295
B,0.3957757101006463,0.002939486283361199,872,713,com_0.1748_0.3958_0.4295
C,0.4294591509567283,0.024140673515118626,1462,1193,com_0.1748_0.3958_0.4295
medium,,,126,126,com_0.1748_0.3958_0.4295
A,0.13738943674996895,0.004376875541457999,1512,1217,com_0.1374_0.2623_0.6003
B,0.2623260787746922,0.004435242154725229,872,713,com_0.1374_0.2623_0.6003
C,0.6002844844753388,0.019128583251807173,1462,1193,com_0.1374_0.2623_0.6003
medium,,,126,126,com_0.1374_0.2623_0.6003
A,0.30203096812197017,0.012976128646097328,1512,1217,com_0.302_0.2621_0.4359
B,0.26206495784931405,0.004439834887668095,872,713,com_0.302_0.2621_0.4359
C,0.43590407402871584,0.0187304742726243,1462,1193,com_0.302_0.2621_0.4359
medium,,,126,126,com_0.302_0.2621_0.4359
A,0.12750389437305498,0.006324773710752925,1512,1217,com_0.1275_0.3957_0.4768
B,0.39573183202006523,0.002939701547499845,872,713,com_0.1275_0.3957_0.4768
C,0.4767642736068798,0.02365454324192172,1462,1193,com_0.1275_0.3957_0.4768
medium,,,126,126,com_0.1275_0.3957_0.4768
A,0.14307599411941602,0.005785874311274419,1512,1217,com_0.1431_0.3294_0.5275
B,0.3293916709209098,0.003531741728362291,872,713,com_0.1431_0.3294_0.5275
C,0.5275323349596742,0.021337577073681103,1462,1193,com_0.1431_0.3294_0.5275
medium,,,126,126,com_0.1431_0.3294_0.5275
A,0.06651170347635653,0.0028443813116738885,1512,1217,com_0.0665_0.4062_0.5273
B,0.406199249708655,0.0028641349933808185,872,713,com_0.0665_0.4062_0.5273
C,0.5272890468149886,0.022558431327595888,1462,1193,com_0.0665_0.4062_0.5273
medium,,,126,126,com_0.0665_0.4062_0.5273
A,0.18654076233257624,0.046782940156873044,1512,1217,com_0.1865_0.6978_0.1157
B,0.69777162490074,0.0016681963401680416,872,713,com_0.1865_0.6978_0.1157
C,0.11568761276668385,0.02901315371584152,1462,1193,com_0.1865_0.6978_0.1157
medium,,,126,126,com_0.1865_0.6978_0.1157
A,0.46065480404199766,0.013971672770924782,1512,1217,com_0.4607_0.0708_0.4685
B,0.07080810605567306,0.002146765502005166,872,713,com_0.4607_0.0708_0.4685
C,0.46853708990232934,0.014212922403803103,1462,1193,com_0.4607_0.0708_0.4685
medium,,,126,126,com_0.4607_0.0708_0.4685
A,0.7444431269463732,0.01635093878188271,1512,1217,com_0.7444_0.0375_0.2181
B,0.03748800581767474,0.0008223678703043079,872,713,com_0.7444_0.0375_0.2181
C,0.21806886723595215,0.004788555882550616,1462,1193,com_0.7444_0.0375_0.2181
medium,,,126,126,com_0.7444_0.0375_0.2181
A,0.4397639916083272,0.014450078052674722,1512,1217,com_0.4398_0.1176_0.4426
B,0.11762204851599672,0.003864176404269481,872,713,com_0.4398_0.1176_0.4426
C,0.44261395987567614,0.014546020052999669,1462,1193,com_0.4398_0.1176_0.4426
medium,,,126,126,com_0.4398_0.1176_0.4426
A,0.6623519611688937,0.01820463432707485,1512,1217,com_0.6624_0.3084_0.0293
B,0.3083822720096631,0.003772208168987372,872,713,com_0.6624_0.3084_0.0293
C,0.029265766821443225,0.0008307905369594425,1462,1193,com_0.6624_0.3084_0.0293
medium,,,126,126,com_0.6624_0.3084_0.0293
A,0.29716783971917793,0.012122357717045637,1512,1217,com_0.2972_0.2469_0.4559
B,0.2468847423297675,0.004712344667748987,872,713,com_0.2972_0.2469_0.4559
C,0.4559474179510546,0.01860220432486423,1462,1193,com_0.2972_0.2469_0.4559
medium,,,126,126,com_0.2972_0.2469_0.4559
A,0.12479037946289682,0.008902968332712842,1512,1217,com_0.1248_0.4831_0.3921
B,0.4830602861244549,0.0024081572151524087,872,713,com_0.1248_0.4831_0.3921
C,0.3921493344126483,0.027981988011399107,1462,1193,com_0.1248_0.4831_0.3921
medium,,,126,126,com_0.1248_0.4831_0.3921
A,0.11355889168120714,0.0022839147594641827,1512,1217,com_0.1136_0.0878_0.7986
B,0.08783131770399648,0.0017662510820056908,872,713,com_0.1136_0.0878_0.7986
C,0.7986097906147964,0.016069070334820808,1462,1193,com_0.1136_0.0878_0.7986
medium,,,126,126,com_0.1136_0.0878_0.7986
A,0.6879761868684393,0.01738193119701558,1512,1217,com_0.688_0.1903_0.1217
B,0.19032650329643558,0.004807527189054972,872,713,com_0.688_0.1903_0.1217
C,0.12169730983512514,0.0030736365484690894,1462,1193,com_0.688_0.1903_0.1217
medium,,,126,126,com_0.688_0.1903_0.1217
A,0.041715873972195734,0.00480372942769286,1512,1217,com_0.0417_0.6371_0.3212
B,0.6370761248071072,0.0018254262498889747,872,713,com_0.0417_0.6371_0.3212
