,A,B,C,sample
B,0.008269282407903505,-0.018843500889168648,0.0031180413983798103,com_0.5324_0.2669_0.2007
C,-0.002344053850221399,-0.0011749166874480653,-0.014175427261095878,com_0.5324_0.2669_0.2007
A,-0.036787459545254024,0.05662109937762671,0.025184520169975497,com_0.561_0.3038_0.1351
B,0.010196144599509648,-0.019921120396174448,0.0024558697631691193,com_0.561_0.3038_0.1351
C,-0.004423811746129873,-0.002395579566867829,-0.008860722663054484,com_0.561_0.3038_0.1351
A,-0.02914253032684256,0.0163987215947978,0.014703129972497796,com_0.3494_0.343_0.3076
B,0.015828830578571262,-0.028615025293075184,0.013935273964055316,com_0.3494_0.343_0.3076
C,0.0050773498505200035,0.004985445421954109,-0.02565629482866172,com_0.3494_0.343_0.3076
A,-0.03763194085545512,0.05852423841229133,0.07136194532797653,com_0.6357_0.1641_0.2001
B,0.0022826239373234525,-0.00971670922763795,0.0007186672661151933,com_0.6357_0.1641_0.2001
C,-0.0030022452244954506,-0.0007751910552391793,-0.011848138335691124,com_0.6357_0.1641_0.2001
A,-0.0348421959250518,0.02481961369172542,0.029104947906838086,com_0.4383_0.2585_0.3031
B,0.008197488387959487,-0.02054801784544993,0.005669138074187834,com_0.4383_0.2585_0.3031
C,0.004904126933996798,0.002892185325814235,-0.024095821812794054,com_0.4383_0.2585_0.3031
A,-0.0015116746628225548,5.5942394955460495e-06,9.926824717780558e-06,com_0.0277_0.3505_0.6219
B,0.0004791387881114531,-0.019152732034968176,0.010772166473877277,com_0.0277_0.3505_0.6219
C,0.0037440187220628626,0.047436268796194475,-0.03398599933030218,com_0.0277_0.3505_0.6219
A,-0.009821990757211947,0.002561385055868143,0.00038500979526589346,com_0.191_0.7033_0.1057
B,0.1019591937206621,-0.03617031451908589,0.0564385790045374,com_0.191_0.7033_0.1057
C,-0.0013780943409564782,-0.005074949364422807,-0.005436873145109981,com_0.191_0.7033_0.1057
A,-0.010098863924382586,0.000788141612604475,0.0023882628450801607,com_0.1675_0.2066_0.6259
B,0.001026328667040187,-0.0124553489233642,0.003835727106310985,com_0.1675_0.2066_0.6259
C,0.04551261653971654,0.05613260299987576,-0.03774276929518344,com_0.1675_0.2066_0.6259
A,-0.02927744421802011,0.014374931085503972,0.017111229420044515,com_0.3521_0.2958_0.3521
B,0.010329243279464419,-0.024590873336535955,0.010327251171822389,com_0.3521_0.2958_0.3521
C,0.00982185911338726,0.008249630384425166,-0.029271797742735715,com_0.3521_0.2958_0.3521
A,-0.03654988407675956,0.02518316530984111,0.07130865326971454,com_0.6189_0.0995_0.2816
B,0.0007819813237379541,-0.005873626573179828,0.00035583497039205075,com_0.6189_0.0995_0.2816
C,0.00043602365186568015,7.006972309659288e-05,-0.016631761555914434,com_0.6189_0.0995_0.2816
A,-0.030349216404595578,0.02472799523796973,0.010298437861453338,com_0.4036_0.421_0.1753
B,0.027776392271646078,-0.031655354956330164,0.01206585179462307,com_0.4036_0.421_0.1753
C,-0.0024865267586806072,-0.0025935393554102834,-0.013183466875636757,com_0.4036_0.421_0.1753
A,-0.030573954023231,0.02366820777833973,0.01197647242740426,com_0.393_0.403_0.2039
B,0.025334055288146612,-0.03135533138187292,0.013147041887840338,com_0.393_0.403_0.2039
C,-0.0014525682437091826,-0.0014896914737752912,-0.015866273664151293,com_0.393_0.403_0.2039
A,-0.03563657741127059,0.04863479518286993,0.017751722491503204,com_0.5316_0.3431_0.1252
B,0.014065551006600112,-0.023001483309067948,0.0033136757850983217,com_0.5316_0.3431_0.1252
C,-0.0044558554528046565,-0.0028760136991522606,-0.00839555193942788,com_0.5316_0.3431_0.1252
A,-0.00017681568033758125,-2.7554267660729465e-05,-3.146908892925557e-05,com_0.0032_0.4654_0.5315
B,0.0001355499924268375,-0.02600386496243998,0.02276812211777042,com_0.0032_0.4654_0.5315
C,0.00011198462641003886,0.016470060133665292,-0.02969841002643102,com_0.0032_0.4654_0.5315
A,-0.02138625783333415,0.006962011734731516,0.00808970125794236,com_0.2625_0.3411_0.3964
B,0.011009002116797076,-0.027785524341040115,0.016619941339883607,com_0.2625_0.3411_0.3964
C,0.011888069613729436,0.015445256958674769,-0.03228615517775032,com_0.2625_0.3411_0.3964
A,-0.03180849826729736,0.031656480933056695,0.00936361813451281,com_0.4557_0.4201_0.1242
B,0.02515873078686373,-0.029321610377243575,0.006859847129873394,com_0.4557_0.4201_0.1242
C,-0.003950092500315611,-0.0036412619126117915,-0.008672990811032328,com_0.4557_0.4201_0.1242
A,-0.014175478465614197,0.004283677905280954,0.002045915187489148,com_0.2026_0.5396_0.2577
B,0.0384027099426253,-0.03774850550675616,0.04884214467719325,com_0.2026_0.5396_0.2577
C,0.00014601817337714373,0.00038883822043044025,-0.018028956058658743,com_0.2026_0.5396_0.2577
A,-0.036291948730900324,0.028298463958420617,0.03670066370410466,com_0.4771_0.2277_0.2953
B,0.005976505276076259,-0.017320311393058042,0.0036991655671617316,com_0.4771_0.2277_0.2953
C,0.0037996891469953414,0.00181339943230217,-0.02246294797584752,com_0.4771_0.2277_0.2953
A,-0.00786118420126568,0.0013887693167308132,0.0005447098920935683,com_0.1315_0.6239_0.2447
B,0.03965533697801453,-0.03730863260308499,0.07381729900535494,com_0.1315_0.6239_0.2447
C,-0.0002672856202093508,-0.0012685189488210805,-0.014633374191968744,com_0.1315_0.6239_0.2447
A,-0.03773056904937093,0.06784937501419747,0.046417435520289714,com_0.6109_0.2311_0.1581
B,0.0050594277554611294,-0.014271572403092594,0.0013092276234792036,com_0.6109_0.2311_0.1581
C,-0.004101342792883281,-0.0015513312439325959,-0.00976353565087338,com_0.6109_0.2311_0.1581
A,-0.005719395219035311,0.00025725212568905413,0.0007556377602976408,com_0.1044_0.2275_0.6681
B,0.0006470917899391781,-0.012462049572364457,0.004141521626765711,com_0.1044_0.2275_0.6681
C,0.03341621084324025,0.0728109284494407,-0.03660531551377916,com_0.1044_0.2275_0.6681
A,-0.03344956630919462,0.03567645334412468,0.012962276812980589,com_0.4702_0.3886_0.1412
B,0.020958182908676785,-0.027645148386071593,0.006293346991478254,com_0.4702_0.3886_0.1412
C,-0.0037769870188625633,-0.003121576095302357,-0.010044273816077488,com_0.4702_0.3886_0.1412
A,-0.015513189418039468,0.0032621951661239088,0.004405839917838911,com_0.2034_0.3389_0.4577
B,0.007101907375980442,-0.025843974015816992,0.0159790876041832,com_0.2034_0.3389_0.4577
C,0.015063067643942711,0.025094100142638385,-0.03490423060420397,com_0.2034_0.3389_0.4577
A,-0.02210836734149463,0.005742682181020923,0.010365368854760061,com_0.2839_0.2553_0.4608
B,0.004919104946871488,-0.019882206972124103,0.00798479896117528,com_0.2839_0.2553_0.4608
C,0.02362279246862366,0.021244139916087756,-0.03588678642061525,com_0.2839_0.2553_0.4608
A,-0.0352792057271873,0.014282095904950215,0.05269423401440045,com_0.5582_0.0942_0.3476
B,0.0007240110029368627,-0.005953517885396798,0.00045078678665688016,com_0.5582_0.0942_0.3476
C,0.005621353705254677,0.0009486276102120906,-0.02196568797782409,com_0.5582_0.0942_0.3476
A,-0.021071547590840477,0.003717185139979255,0.010636692210589667,com_0.2968_0.1821_0.5211
B,0.0019431811581086325,-0.012930226522586703,0.0034120500319401725,com_0.2968_0.1821_0.5211
C,0.03640847107123455,0.02234149040316664,-0.036999728166396545,com_0.2968_0.1821_0.5211
A,-0.036906145878067495,0.02884016498755032,0.06903451840408392,com_0.6081_0.1155_0.2764
B,0.0011026787253281337,-0.007007244741699648,0.0005011481677745962,com_0.6081_0.1155_0.2764
C,0.0003630898036115493,6.893861588164185e-05,-0.016773196860677995,com_0.6081_0.1155_0.2764
A,-0.011461508924382078,0.0023616202898523453,0.001799679963430896,com_0.1585_0.4776_0.3639
B,0.016590331820858208,-0.03453737082079776,0.03809673518804192,com_0.1585_0.4776_0.3639
C,0.0032370212177089373,0.009754230694190201,-0.026319309044298772,com_0.1585_0.4776_0.3639
A,-0.03370711400796119,0.024643546051581304,0.023064773044266806,com_0.4153_0.302_0.2827
B,0.012185412418508963,-0.02451695428624954,0.00829528220329492,com_0.4153_0.302_0.2827
C,0.0032751480059621946,0.002382187152548943,-0.022946291299275976,com_0.4153_0.302_0.2827
A,-0.004997080564061899,0.0001542824899807109,0.0006109091814568632,com_0.1002_0.1814_0.7184
B,0.00031263250464340624,-0.009050919963273956,0.0022421798807519197,com_0.1002_0.1814_0.7184
C,0.049767711033994244,0.09014134633813163,-0.03583874026085147,com_0.1002_0.1814_0.7184
A,-0.00961985004307913,0.0015199795778990804,0.0014116155227080276,com_0.1354_0.4483_0.4163
B,0.010086271835934364,-0.031843987568185794,0.031007623686825626,com_0.1354_0.4483_0.4163
C,0.004881554078204191,0.016159102971512587,-0.029573730994537858,com_0.1354_0.4483_0.4163
A,-0.032210199453906276,0.042015972862718125,0.003227379707429344,com_0.55_0.415_0.0351
B,0.018282354716164982,-0.024303836140500808,0.0008418368210460383,com_0.55_0.415_0.0351
C,-0.005002403895553009,-0.0037745144228579844,-0.0023786356569955426,com_0.55_0.415_0.0351
A,-0.0015266017336487507,6.059119065024432e-06,1.0001653352756379e-05,com_0.0275_0.3669_0.6056
B,0.0005591228489261405,-0.020377407634997558,0.012319496540146156,com_0.0275_0.3669_0.6056
C,0.0032414848723935743,0.04326805541859498,-0.033636535628300275,com_0.0275_0.3669_0.6056
A,-0.01381770345141321,0.00509294458552436,0.0007111107310195184,com_0.2498_0.6583_0.0919
B,0.08451568849729735,-0.03641320410697287,0.03109772610694516,com_0.2498_0.6583_0.0919
C,-0.0019852663598751707,-0.005231687699225725,-0.005084253193621568,com_0.2498_0.6583_0.0919
A,-0.02928954703481378,0.01703786666577952,0.014481709020839909,com_0.3521_0.3502_0.2977
B,0.016901422023098845,-0.029136816860975474,0.014290824858010281,com_0.3521_0.3502_0.2977
C,0.004233199947753497,0.004211125951076207,-0.024765477500882142,com_0.3521_0.3502_0.2977
A,-0.028116907951188874,0.022442078528208127,0.005977243184259956,com_0.4037_0.4709_0.1254
B,0.03488625309568724,-0.03279573541658712,0.01083782141437926,com_0.4037_0.4709_0.1254
C,-0.0034752360560592575,-0.004053536839884235,-0.00873484540372363,com_0.4037_0.4709_0.1254
A,-0.024587324216902275,0.010008889053183038,0.010544539569010143,com_0.2959_0.3429_0.3612
B,0.01325844440768869,-0.028494406957347968,0.016187607749456892,com_0.2959_0.3429_0.3612
C,0.00928524834023376,0.010760733562243618,-0.030019355800647927,com_0.2959_0.3429_0.3612
A,-0.027825123519001266,0.013040099844542376,0.014588417156200122,com_0.3333_0.3147_0.3521
B,0.011725135678241842,-0.026274105048661452,0.01238613943650857,com_0.3333_0.3147_0.3521
C,0.009423913065613895,0.008898608543054323,-0.02939376304055813,com_0.3333_0.3147_0.3521
A,-0.0033417865076140678,0.0002323172005054136,8.59437406554326e-05,com_0.0641_0.6832_0.2527
B,0.02294359364373057,-0.03563234698135354,0.09050239195587771,com_0.0641_0.6832_0.2527
C,-0.0001463667527241315,-0.0015606597084268994,-0.013181878781584135,com_0.0641_0.6832_0.2527
A,-0.004845465847397413,0.0002937161582862273,0.00042285520388252174,com_0.0774_0.3782_0.5444
B,0.002291505732540073,-0.02367861343160388,0.01612150322218467,com_0.0774_0.3782_0.5444
C,0.00735039251918646,0.03591958183383969,-0.034089458895600035,com_0.0774_0.3782_0.5444
A,-0.03482266248975741,0.02876619049891249,0.025015456766677817,com_0.4375_0.3009_0.2616
B,0.012131970714867227,-0.023949680387242038,0.007255965128541448,com_0.4375_0.3009_0.2616
C,0.0016172068560012937,0.0011122523251159526,-0.020826956364818613,com_0.4375_0.3009_0.2616
A,-0.038065885351732845,0.047630524705874214,0.05329194019272452,com_0.5712_0.2024_0.2264
B,0.004130536343319294,-0.0134888129427019,0.001637647442841653,com_0.5712_0.2024_0.2264
C,-0.0015393110393085718,-0.000545461596682768,-0.015092107782830811,com_0.5712_0.2024_0.2264
A,-0.015510639488594257,0.003712505392740425,0.003966395606953367,com_0.2003_0.3866_0.4131
B,0.011000758586316139,-0.029933039689755855,0.02268154777076946,com_0.2003_0.3866_0.4131
C,0.009300458001571884,0.017948388182878226,-0.03198009553263782,com_0.2003_0.3866_0.4131
A,-0.037045707385307956,0.06825259700835787,0.08221604350203965,com_0.6723_0.1487_0.1791
B,0.0016917235452205276,-0.008192589379007364,0.00045066110873567995,com_0.6723_0.1487_0.1791
C,-0.0037438292909170445,-0.0008279408926563933,-0.009868668949939837,com_0.6723_0.1487_0.1791
A,-0.014976899800390084,0.0003621583726277147,0.001432573173195095,com_0.3373_0.6613_0.0015
B,0.05743648088868456,-0.029363548364123755,-0.000805575710271976,com_0.3373_0.6613_0.0015
C,-0.0006034970187062845,-0.00118303449071255,-0.0011232824572789842,com_0.3373_0.6613_0.0015
A,-0.003862784309379249,0.0001442489665041298,0.00029450678950754955,com_0.0679_0.3065_0.6257
B,0.0009159155814997188,-0.017442746072172333,0.00844408199741259,com_0.0679_0.3065_0.6257
C,0.012312851262318823,0.05559977492838446,-0.035612089780309275,com_0.0679_0.3065_0.6257
A,-0.03394127001227098,0.027793692099878885,0.021264401235901127,com_0.4244_0.3261_0.2495
B,0.014895744195639653,-0.026083671622600516,0.008758097127409607,com_0.4244_0.3261_0.2495
C,0.0008475259355608736,0.000651318827695993,-0.0199560985671852,com_0.4244_0.3261_0.2495
A,-0.027309280772168643,0.0064438953514638145,0.01987677752924126,com_0.3787_0.1521_0.4692
B,0.0017382724000203492,-0.010971308293389655,0.0021540882366432937,com_0.3787_0.1521_0.4692
C,0.026087746036688213,0.010480565447836813,-0.0338419918888754,com_0.3787_0.1521_0.4692
A,-0.03149675518966259,0.01815823322282911,0.020381466487815976,com_0.381_0.2916_0.3273
B,0.010616349914836225,-0.024107667014497295,0.009120663499888944,com_0.381_0.2916_0.3273
C,0.007365404153325025,0.005637492169968568,-0.02705932902814695,com_0.381_0.2916_0.3273
A,-0.0018095283969111235,2.8844470522385035e-05,1.858434418705937e-05,com_0.0319_0.5888_0.3793
B,0.004328493618818489,-0.033404298806399446,0.05148236530566568,com_0.0319_0.5888_0.3793
C,0.0003446618869002308,0.00636253746921369,-0.02152221720285096,com_0.0319_0.5888_0.3793
A,-0.025986572867137233,0.008116479155100456,0.015218061421799232,com_0.33_0.2331_0.437
B,0.0047075207631721815,-0.018353474873603993,0.006233804709270027,com_0.33_0.2331_0.437
C,0.0214924789784483,0.01517944189517401,-0.034412003358905076,com_0.33_0.2331_0.437
A,-0.02241333282422968,0.006731764982197637,0.009918255698401664,com_0.2791_0.2915_0.4294
B,0.0072592876968423925,-0.023408587622026664,0.011170410522366031,com_0.2791_0.2915_0.4294
C,0.017830278080981116,0.01862202422355107,-0.03448907651848301,com_0.2791_0.2915_0.4294
A,-0.01860974338224265,0.00899721436730365,0.0018283417175017696,com_0.2963_0.5849_0.1189
B,0.06247714100957885,-0.03673987521499249,0.025065001838234995,com_0.2963_0.5849_0.1189
C,-0.002425855696433353,-0.004789192078259279,-0.00746598267214568,com_0.2963_0.5849_0.1189
